NEW.ID_PROG;YEAR;JULIANDAY;nb_evenement;HS;DS;HEURE_MIN;HEURE_MAX;DUREE;DUREE_CONSIDEREE;VALIDE;SESSION
292;2017;190;8;;;05:48;09:50;4,03;4,03;TRUE;3
292;2018;136;8;;;06:10;10:57;4,78;4,78;TRUE;1
292;2018;164;14;;;05:15;10:05;4,83;4,83;TRUE;2
292;2018;181;11;;;05:35;09:27;3,87;3,87;FALSE;3
292;2019;132;11;;;06:12;11:12;5;5;TRUE;0
292;2019;153;12;;;05:40;10:15;4,58;4,58;TRUE;0
292;2019;177;19;;;05:28;11:10;5,7;5,7;TRUE;0
293;2011;127;44;;;06:20;12:40;6,33;6,33;TRUE;1
293;2011;148;48;;;05:50;12:30;6,67;6,67;TRUE;0
293;2011;171;48;;;05:30;11:05;5,58;5,58;TRUE;2
293;2011;190;72;;;05:45;11:45;6;6;TRUE;3
293;2012;128;1;;;06:45;06:45;0;0;FALSE;0
293;2013;129;55;;;06:00;11:54;5,9;5,9;TRUE;1
293;2013;157;36;;;05:26;11:56;6,5;6,5;TRUE;2
293;2013;188;69;;;06:00;11:15;5,25;5,25;TRUE;3
293;2014;130;57;;;06:00;11:30;5,5;5,5;TRUE;1
293;2014;151;46;;;05:45;11:58;6,22;6,22;TRUE;0
293;2014;172;78;;;05:30;11:10;5,67;5,67;TRUE;2
293;2014;193;84;;;05:57;12:18;6,35;6,35;TRUE;3
293;2015;130;19;;;06:20;12:10;5,83;5,83;TRUE;1
293;2015;152;20;;;06:05;11:55;5,83;5,83;TRUE;0
293;2015;172;24;;;05:35;11:40;6,08;6,08;TRUE;2
293;2015;195;16;;;06:25;10:50;4,42;4,42;TRUE;3
293;2016;127;18;;;06:26;11:35;5,15;5,15;TRUE;1
293;2016;149;18;;;05:45;11:54;6,15;6,15;TRUE;0
293;2016;170;10;;;05:20;11:25;6,08;6,08;TRUE;2
293;2016;191;8;;;06:15;09:35;3,33;3,33;FALSE;3
293;2017;135;75;;;06:15;11:17;5,03;5,03;TRUE;1
293;2017;156;81;;;05:30;12:00;6,5;6,5;TRUE;0
293;2017;176;50;;;05:35;11:25;5,83;5,83;TRUE;2
293;2017;197;75;;;06:10;12:05;5,92;5,92;TRUE;3
293;2018;132;52;;;06:15;12:55;6,67;6,67;TRUE;1
293;2018;153;53;;;06:06;12:30;6,4;6,4;TRUE;0
293;2018;174;41;;;05:40;12:05;6,42;6,42;TRUE;2
293;2018;193;32;;;05:55;11:55;6;6;TRUE;3
294;2011;155;12;;;06:10;10:45;4,58;4,58;TRUE;1
294;2011;169;15;;;05:30;10:15;4,75;4,75;TRUE;2
294;2011;183;9;;;05:30;12:20;6,83;6,83;TRUE;0
294;2011;197;8;;;06:10;12:15;6,08;6,08;TRUE;3
294;2012;154;7;;;07:15;12:15;5;5;TRUE;1
294;2012;168;3;;;08:30;10:50;2,33;2,33;FALSE;2
294;2012;182;3;;;08:40;10:50;2,17;2,17;FALSE;3
294;2013;152;6;;;05:55;12:05;6,17;6,17;TRUE;1
294;2013;166;14;;;05:45;12:00;6,25;6,25;TRUE;2
294;2013;181;11;;;06:25;11:25;5;5;TRUE;0
294;2013;194;7;;;06:30;10:55;4,42;4,42;TRUE;3
294;2015;151;10;;;06:35;11:00;4,42;4,42;TRUE;0
294;2015;164;10;;;06:30;10:05;3,58;3,58;FALSE;0
295;2012;121;14;;;07:00;11:00;4;4;TRUE;0
295;2012;127;11;;;06:50;11:50;5;5;TRUE;0
295;2012;145;13;;;07:00;11:50;4,83;4,83;TRUE;1
295;2012;166;18;;;06:30;11:00;4,5;4,5;TRUE;2
295;2012;180;10;;;06:30;10:30;4;4;TRUE;0
295;2012;194;12;;;06:30;11:00;4,5;4,5;TRUE;3
295;2013;119;12;;;07:10;12:00;4,83;4,83;TRUE;0
295;2013;131;7;;;08:50;11:30;2,67;2,67;FALSE;0
295;2013;146;11;;;06:20;11:50;5,5;5,5;TRUE;1
295;2013;159;13;;;06:30;11:30;5;5;TRUE;2
295;2013;173;7;;;06:20;11:40;5,33;5,33;TRUE;0
295;2013;188;11;;;06:30;11:30;5;5;TRUE;3
295;2014;113;3;;;07:10;07:50;0,67;0,67;FALSE;0
295;2014;137;10;;;06:40;09:55;3,25;3,25;FALSE;0
295;2014;144;10;;;06:40;11:10;4,5;4,5;TRUE;1
295;2014;159;8;;;06:20;11:50;5,5;5,5;TRUE;2
295;2014;172;17;;;06:30;11:30;5;5;TRUE;0
295;2014;186;11;;;06:30;12:20;5,83;5,83;TRUE;3
295;2015;105;15;;;07:25;11:30;4,08;4,08;TRUE;0
295;2015;126;22;;;06:55;11:40;4,75;4,75;TRUE;1
295;2015;137;16;;;06:35;10:05;3,5;3,5;FALSE;0
295;2015;150;18;;;06:50;12:00;5,17;5,17;TRUE;0
295;2015;164;10;;;06:00;11:50;5,83;5,83;TRUE;2
295;2015;178;15;;;06:05;11:25;5,33;5,33;TRUE;3
296;2012;174;4;;;08:46;11:08;2,37;2,37;FALSE;0
296;2014;147;6;;;07:25;11:47;4,37;4,37;TRUE;1
296;2014;170;8;;;06:57;12:23;5,43;5,43;TRUE;2
296;2014;198;3;;;07:11;12:14;5,05;5,05;FALSE;3
296;2015;147;7;;;07:20;09:40;2,33;2,33;FALSE;1
296;2015;175;5;;;06:45;11:46;5,02;5,02;TRUE;2
296;2015;198;6;;;06:34;10:20;3,77;3,77;FALSE;3
296;2016;181;9;;;07:02;10:45;3,72;3,72;FALSE;0
296;2016;203;7;;;06:26;10:51;4,42;4,42;TRUE;0
297;2012;145;9;;;07:00;10:00;3;3;FALSE;1
297;2012;156;8;;;06:30;10:00;3,5;3,5;FALSE;2
297;2012;172;9;;;06:20;12:10;5,83;5,83;TRUE;3
297;2013;135;4;;;06:30;08:00;1,5;1,5;FALSE;1
297;2013;155;10;;;06:30;11:20;4,83;4,83;TRUE;2
297;2013;170;9;;;06:30;10:40;4,17;4,17;TRUE;3
297;2014;139;12;;;07:00;11:45;4,75;4,75;TRUE;1
297;2014;156;24;;;06:40;11:45;5,08;5,08;TRUE;2
297;2014;176;19;;;06:20;11:05;4,75;4,75;TRUE;3
297;2015;137;21;;;06:30;11:30;5;5;TRUE;1
297;2015;156;18;;;06:00;10:50;4,83;4,83;TRUE;2
297;2015;169;25;;;06:15;11:50;5,58;5,58;TRUE;3
297;2016;138;25;;;06:30;11:30;5;5;TRUE;1
297;2016;152;10;;;06:20;10:30;4,17;4,17;TRUE;2
297;2016;181;13;;;06:35;11:20;4,75;4,75;TRUE;3
297;2017;135;17;;;06:45;12:00;5,25;5,25;TRUE;1
297;2017;154;8;;;06:15;09:20;3,08;3,08;FALSE;2
297;2017;171;20;;;06:35;11:10;4,58;4,58;TRUE;3
297;2018;143;9;;;06:45;11:10;4,42;4,42;TRUE;1
297;2018;156;13;;;06:10;09:20;3,17;3,17;FALSE;2
297;2018;171;13;;;06:20;10:33;4,22;4,22;TRUE;3
297;2019;139;15;;;06:20;11:10;4,83;4,83;TRUE;1
297;2019;153;10;;;07:00;11:00;4;4;TRUE;2
297;2019;174;20;;;06:15;11:05;4,83;4,83;TRUE;3
298;2011;138;18;;;06:04;10:50;4,77;4,77;TRUE;1
298;2011;166;26;;;05:45;10:50;5,08;5,08;TRUE;2
298;2011;181;33;;;05:55;11:00;5,08;5,08;TRUE;3
298;2011;201;26;;;05:30;11:00;5,5;5,5;TRUE;0
298;2012;146;23;;;06:00;11:05;5,08;5,08;TRUE;1
298;2012;166;30;;;05:15;09:35;4,33;4,33;TRUE;2
298;2012;194;13;;;06:20;11:00;4,67;4,67;TRUE;3
298;2012;202;22;;;06:00;11:35;5,58;5,58;TRUE;0
298;2013;147;9;;;06:00;11:00;5;5;TRUE;1
298;2013;158;24;;;06:00;10:30;4,5;4,5;TRUE;2
298;2013;189;26;;;05:30;10:30;5;5;TRUE;3
298;2013;203;18;;;06:00;11:30;5,5;5,5;TRUE;0
298;2014;148;25;;;06:15;12:00;5,75;5,75;TRUE;1
298;2014;162;25;;;05:50;12:10;6,33;6,33;TRUE;2
298;2014;175;24;;;05:35;12:35;7;7;TRUE;3
298;2014;197;25;;;07:05;11:45;4,67;4,67;TRUE;0
298;2015;147;23;;;06:00;12:10;6,17;6,17;TRUE;1
298;2015;168;23;;;06:00;11:45;5,75;5,75;TRUE;2
298;2015;182;18;;;06:00;11:05;5,08;5,08;TRUE;3
298;2015;198;20;;;06:20;12:10;5,83;5,83;TRUE;0
298;2016;153;19;;;06:30;11:35;5,08;5,08;TRUE;1
298;2016;169;6;;;05:30;07:00;1,5;1,5;FALSE;2
298;2016;180;27;;;05:50;12:00;6,17;6,17;TRUE;3
298;2017;144;16;;;06:20;10:45;4,42;4,42;TRUE;1
298;2017;164;13;;;06:00;11:40;5,67;5,67;TRUE;2
298;2017;184;14;;;06:05;10:30;4,42;4,42;TRUE;3
298;2017;198;17;;;06:00;11:00;5;5;TRUE;0
298;2018;150;8;;;07:10;12:10;5;5;TRUE;1
298;2018;164;15;;;06:15;11:47;5,53;5,53;TRUE;2
298;2018;177;14;;;06:03;10:48;4,75;4,75;TRUE;3
298;2018;198;3;;;06:55;07:56;1,02;1,02;FALSE;0
298;2019;143;6;;;06:30;11:50;5,33;5,33;TRUE;1
298;2019;165;12;;;05:55;11:05;5,17;5,17;TRUE;2
298;2019;185;16;;;06:13;12:10;5,95;5,95;TRUE;3
298;2019;196;13;;;06:19;12:45;6,43;6,43;TRUE;0
299;2013;143;12;;;06:15;09:06;2,85;2,85;FALSE;1
299;2013;164;1;;;05:45;05:45;0;0;FALSE;0
299;2013;165;49;;;05:47;13:34;7,78;7,78;TRUE;2
299;2013;186;23;;;06:02;11:20;5,3;5,3;TRUE;3
299;2014;128;33;;;06:55;12:37;5,7;5,7;TRUE;0
299;2014;141;36;;;06:12;12:19;6,12;6,12;TRUE;0
299;2014;168;24;;;05:50;11:55;6,08;6,08;TRUE;0
299;2015;126;19;;;06:21;11:40;5,32;5,32;TRUE;1
299;2015;147;19;;;06:04;12:16;6,2;6,2;TRUE;0
299;2015;168;28;;;05:44;12:12;6,47;6,47;TRUE;2
299;2015;184;28;;;05:51;10:50;4,98;4,98;TRUE;3
299;2016;131;35;;;06:45;13:48;7,05;7,05;TRUE;1
299;2016;159;59;;;05:30;11:51;6,35;6,35;TRUE;2
299;2016;180;42;;;05:51;11:45;5,9;5,9;TRUE;3
299;2017;142;19;;;06:09;09:28;3,32;3,32;FALSE;0
299;2017;185;21;;;06:00;10:05;4,08;4,08;TRUE;0
299;2017;194;8;;;06:30;10:50;4,33;4,33;TRUE;0
299;2018;138;51;;;06:02;12:25;6,38;6,38;TRUE;1
299;2018;159;25;;;05:35;11:01;5,43;5,43;TRUE;2
299;2018;185;44;;;06:10;12:15;6,08;6,08;TRUE;3
2a;1990;146;39;;;07:05;13:45;6,67;6,67;TRUE;1
2a;1990;168;55;;;06:30;13:30;7;7;TRUE;2
2a;1990;188;68;;;06:30;12:45;6,25;6,25;TRUE;3
2a;1991;145;28;;;07:00;13:00;6;6;TRUE;1
2a;1991;166;33;;;06:20;13:49;7,48;7,48;TRUE;2
2a;1991;194;25;;;06:30;12:08;5,63;5,63;TRUE;3
2a;1992;150;51;;;07:20;13:50;6,5;6,5;TRUE;1
2a;1992;165;68;;;06:45;13:30;6,75;6,75;TRUE;2
2a;1992;200;72;;;06:20;12:45;6,42;6,42;TRUE;3
2a;1993;135;26;;;07:50;13:30;5,67;5,67;TRUE;1
2a;1993;170;41;;;06:42;12:40;5,97;5,97;TRUE;2
2a;1993;191;87;;;06:30;12:40;6,17;6,17;TRUE;3
2a;1994;148;34;;;06:35;13:55;7,33;7,33;TRUE;0
2a;1994;190;48;;;06:30;12:50;6,33;6,33;TRUE;0
2a;1995;147;2;;;06:30;07:35;1,08;1,08;FALSE;1
2a;1995;168;55;;;06:15;13:30;7,25;7,25;TRUE;2
2a;1995;169;1;;;07:20;07:20;0;0;FALSE;0
2a;1995;182;66;;;06:20;12:40;6,33;6,33;TRUE;3
2b;1999;149;31;;;06:32;12:45;6,22;6,22;TRUE;1
2b;1999;170;63;;;06:30;13:00;6,5;6,5;TRUE;2
2b;1999;191;53;;;06:20;12:00;5,67;5,67;TRUE;3
2b;2000;133;33;;;06:40;12:10;5,5;5,5;TRUE;0
2b;2000;147;68;;;06:00;12:15;6,25;6,25;TRUE;1
2b;2000;161;52;;;05:40;11:50;6,17;6,17;TRUE;0
2b;2000;176;60;;;06:00;13:10;7,17;7,17;TRUE;2
2b;2000;189;68;;;06:45;11:50;5,08;5,08;TRUE;3
2b;2001;138;64;;;06:19;12:20;6,02;6,02;TRUE;0
2b;2001;151;48;;;05:30;12:20;6,83;6,83;TRUE;1
2b;2001;166;46;;;05:49;12:05;6,27;6,27;TRUE;2
2b;2001;180;46;;;05:33;12:20;6,78;6,78;TRUE;0
2b;2001;193;92;;;05:46;10:50;5,07;5,07;TRUE;3
2b;2002;135;42;;;06:40;12:50;6,17;6,17;TRUE;0
2b;2002;151;47;;;06:05;12:00;5,92;5,92;TRUE;1
2b;2002;165;34;;;05:55;12:00;6,08;6,08;TRUE;2
2b;2002;179;31;;;06:12;13:00;6,8;6,8;TRUE;0
2b;2002;193;51;;;06:12;12:55;6,72;6,72;TRUE;3
2b;2003;136;35;;;06:50;12:10;5,33;5,33;TRUE;0
2b;2003;148;60;;;05:50;12:45;6,92;6,92;TRUE;1
2b;2003;164;53;;;05:50;12:50;7;7;TRUE;2
2b;2003;178;72;;;06:00;12:55;6,92;6,92;TRUE;0
2b;2003;192;52;;;06:05;12:25;6,33;6,33;TRUE;3
2b;2004;135;102;;;06:15;12:25;6,17;6,17;TRUE;0
2b;2004;149;69;;;06:05;12:30;6,42;6,42;TRUE;1
2b;2004;163;121;;;06:05;12:51;6,77;6,77;TRUE;0
2b;2004;177;163;;;05:45;12:32;6,78;6,78;TRUE;2
2b;2004;191;205;;;06:01;12:43;6,7;6,7;TRUE;3
32;1991;166;19;;;07:50;10:55;3,08;3,08;FALSE;0
32;1991;187;20;;;07:40;10:55;3,25;3,25;FALSE;0
32;1992;144;7;;;08:00;10:40;2,67;2,67;FALSE;1
32;1992;165;16;;;07:45;10:30;2,75;2,75;FALSE;2
32;1992;186;18;;;08:00;11:20;3,33;3,33;FALSE;3
32;1993;142;6;;;08:10;10:40;2,5;2,5;FALSE;1
32;1993;170;9;;;07:42;10:20;2,63;2,63;FALSE;2
32;1993;184;25;;;07:50;11:25;3,58;3,58;FALSE;3
32;1994;141;19;;;08:30;10:46;2,27;2,27;FALSE;1
32;1994;162;27;;;07:22;10:15;2,88;2,88;FALSE;2
32;1994;183;26;;;07:50;10:45;2,92;2,92;FALSE;3
32;1995;140;23;;;07:00;11:23;4,38;4,38;TRUE;1
32;1995;161;26;;;07:30;11:04;3,57;3,57;FALSE;2
32;1995;182;22;;;08:50;12:07;3,28;3,28;FALSE;3
32;1996;153;57;;;07:30;11:25;3,92;3,92;FALSE;1
32;1996;167;41;;;07:29;11:00;3,52;3,52;FALSE;2
32;1996;188;49;;;07:35;10:52;3,28;3,28;FALSE;3
32;1996;201;4;;;09:10;11:25;2,25;2,25;FALSE;0
32;1997;144;34;;;07:45;10:10;2,42;2,42;FALSE;1
32;1997;165;26;;;07:30;10:55;3,42;3,42;FALSE;2
32;1997;186;20;;;07:25;10:50;3,42;3,42;FALSE;3
32;1998;143;18;;;07:05;10:10;3,08;3,08;FALSE;1
32;1998;164;10;;;07:20;08:00;0,67;0,67;FALSE;0
32;1998;171;23;;;07:30;11:30;4;4;TRUE;2
32;1998;185;23;;;07:42;10:50;3,13;3,13;FALSE;3
32;1999;142;22;;;07:45;10:40;2,92;2,92;FALSE;1
32;1999;164;21;;;07:40;11:00;3,33;3,33;FALSE;2
32;1999;184;20;;;07:20;10:15;2,92;2,92;FALSE;3
32;2000;141;39;;;07:41;11:15;3,57;3,57;FALSE;1
32;2000;162;54;;;07:45;10:40;2,92;2,92;FALSE;2
32;2000;183;29;;;07:00;11:33;4,55;4,55;TRUE;3
32;2001;146;32;;;07:40;11:15;3,58;3,58;FALSE;1
32;2001;167;23;;;07:20;10:35;3,25;3,25;FALSE;2
32;2001;188;19;;;07:35;10:45;3,17;3,17;FALSE;3
32;2002;145;40;;;07:05;11:00;3,92;3,92;FALSE;1
32;2002;166;24;;;07:20;10:40;3,33;3,33;FALSE;2
32;2002;187;42;;;07:35;11:05;3,5;3,5;FALSE;3
32;2002;188;1;;;08:30;08:30;0;0;FALSE;0
32;2003;147;23;;;07:10;11:20;4,17;4,17;TRUE;1
32;2003;165;13;;;07:40;09:10;1,5;1,5;FALSE;2
32;2003;186;29;;;07:30;11:00;3,5;3,5;FALSE;3
32;2004;143;15;;;07:36;10:30;2,9;2,9;FALSE;1
32;2004;164;48;;;07:26;11:30;4,07;4,07;TRUE;2
32;2004;185;31;;;07:40;11:15;3,58;3,58;FALSE;3
32;2005;141;34;;;07:35;11:05;3,5;3,5;FALSE;1
32;2005;162;44;;;07:40;11:05;3,42;3,42;FALSE;2
32;2005;183;45;;;07:35;11:25;3,83;3,83;FALSE;3
32;2006;144;47;;;07:25;11:10;3,75;3,75;FALSE;1
32;2006;161;45;;;07:05;11:10;4,08;4,08;TRUE;2
32;2006;182;46;;;07:05;11:00;3,92;3,92;FALSE;3
32;2007;153;51;;;07:25;11:30;4,08;4,08;TRUE;1
32;2007;167;58;;;06:50;11:15;4,42;4,42;TRUE;2
32;2007;188;61;;;06:40;11:10;4,5;4,5;TRUE;3
32;2008;146;44;;;07:30;11:05;3,58;3,58;FALSE;1
32;2008;166;12;;;07:20;10:55;3,58;3,58;FALSE;2
32;2008;187;51;;;07:10;11:20;4,17;4,17;TRUE;3
32;2009;150;38;;;06:50;10:40;3,83;3,83;FALSE;1
32;2009;164;19;;;07:15;10:45;3,5;3,5;FALSE;2
32;2009;185;32;;;07:00;11:30;4,5;4,5;TRUE;3
32;2010;141;23;;;07:15;10:56;3,68;3,68;FALSE;1
32;2010;163;20;;;07:15;11:00;3,75;3,75;FALSE;2
32;2010;184;47;;;07:10;12:00;4,83;4,83;TRUE;3
32;2011;139;12;;;07:45;10:20;2,58;2,58;FALSE;1
32;2011;161;46;;;07:00;11:20;4,33;4,33;TRUE;2
32;2011;188;29;;;07:20;11:00;3,67;3,67;FALSE;3
34;2001;129;18;;;06:38;12:14;5,6;5,6;TRUE;0
34;2001;150;16;;;05:55;12:08;6,22;6,22;TRUE;0
34;2001;164;10;;;05:30;12:20;6,83;6,83;TRUE;0
34;2002;129;10;;;06:15;09:05;2,83;2,83;FALSE;0
34;2002;149;12;;;06:35;11:30;4,92;4,92;TRUE;0
34;2002;170;10;;;06:50;12:00;5,17;5,17;TRUE;0
34;2003;127;20;;;06:48;12:35;5,78;5,78;TRUE;0
34;2003;148;16;;;06:15;12:20;6,08;6,08;TRUE;0
34;2003;169;10;;;06:02;11:48;5,77;5,77;TRUE;0
34;2004;126;14;;;06:30;12:15;5,75;5,75;TRUE;0
34;2004;147;15;;;06:00;12:15;6,25;6,25;TRUE;1
34;2004;168;10;;;05:55;12:30;6,58;6,58;TRUE;2
34;2004;190;15;;;06:08;11:13;5,08;5,08;TRUE;3
34;2005;124;16;;;06:51;12:00;5,15;5,15;TRUE;0
34;2005;145;12;;;06:47;12:00;5,22;5,22;TRUE;1
34;2005;166;13;;;06:30;12:20;5,83;5,83;TRUE;2
34;2005;187;12;;;06:14;12:05;5,85;5,85;TRUE;3
34;2006;124;15;;;06:36;12:20;5,73;5,73;TRUE;0
34;2006;144;8;;;06:05;09:56;3,85;3,85;FALSE;1
34;2006;165;10;;;06:00;12:00;6;6;TRUE;2
34;2006;188;10;;;06:41;12:30;5,82;5,82;TRUE;3
34;2007;122;13;;;06:32;11:54;5,37;5,37;TRUE;0
34;2007;143;7;;;06:04;11:35;5,52;5,52;TRUE;1
34;2007;160;18;;;06:05;10:54;4,82;4,82;TRUE;2
34;2007;188;8;;;06:50;11:55;5,08;5,08;TRUE;3
34;2008;128;26;;;06:25;12:20;5,92;5,92;TRUE;0
34;2008;149;21;;;06:35;12:30;5,92;5,92;TRUE;1
34;2008;170;23;;;06:08;12:00;5,87;5,87;TRUE;2
34;2008;186;12;;;06:20;12:28;6,13;6,13;TRUE;3
34;2009;128;29;;;06:17;12:07;5,83;5,83;TRUE;0
34;2009;147;12;;;06:38;11:23;4,75;4,75;TRUE;1
34;2009;168;16;;;06:50;11:48;4,97;4,97;TRUE;2
34;2009;189;12;;;06:47;11:20;4,55;4,55;TRUE;3
34;2010;132;12;;;06:10;09:25;3,25;3,25;FALSE;0
34;2010;150;25;;;06:37;12:05;5,47;5,47;TRUE;1
34;2010;171;14;;;06:49;11:31;4,7;4,7;TRUE;2
34;2010;186;13;;;06:36;12:05;5,48;5,48;TRUE;3
34;2011;128;22;;;06:49;11:40;4,85;4,85;TRUE;0
34;2011;145;15;;;06:22;12:07;5,75;5,75;TRUE;1
34;2011;166;9;;;06:30;11:31;5,02;5,02;TRUE;2
34;2011;187;23;;;06:22;12:33;6,18;6,18;TRUE;3
34;2012;123;18;;;06:30;11:52;5,37;5,37;TRUE;0
34;2012;144;18;;;06:18;11:50;5,53;5,53;TRUE;1
34;2012;165;22;;;06:17;12:09;5,87;5,87;TRUE;2
34;2012;188;4;;;06:40;09:20;2,67;2,67;FALSE;3
34;2013;128;20;;;06:30;11:43;5,22;5,22;TRUE;0
34;2013;146;14;;;06:37;12:05;5,47;5,47;TRUE;1
34;2013;167;15;;;07:18;11:15;3,95;3,95;FALSE;2
34;2013;187;11;;;06:39;11:10;4,52;4,52;TRUE;3
34;2014;134;11;;;07:04;12:22;5,3;5,3;TRUE;0
34;2014;148;7;;;06:55;11:25;4,5;4,5;TRUE;1
34;2014;169;17;;;06:43;12:24;5,68;5,68;TRUE;2
34;2014;187;8;;;06:36;12:15;5,65;5,65;TRUE;3
34;2015;128;16;;;06:15;11:25;5,17;5,17;TRUE;0
34;2015;147;25;;;06:24;12:10;5,77;5,77;TRUE;1
34;2015;168;18;;;06:23;11:42;5,32;5,32;TRUE;2
34;2015;182;7;;;07:18;12:00;4,7;4,7;TRUE;3
34;2016;125;16;;;07:02;11:35;4,55;4,55;TRUE;0
34;2016;146;19;;;06:19;11:14;4,92;4,92;TRUE;1
34;2016;167;26;;;06:30;11:41;5,18;5,18;TRUE;2
34;2016;188;8;;;06:20;11:14;4,9;4,9;TRUE;3
34;2017;127;23;;;06:27;12:09;5,7;5,7;TRUE;0
34;2017;145;19;;;06:29;12:23;5,9;5,9;TRUE;1
34;2017;168;11;;;07:02;11:41;4,65;4,65;TRUE;2
34;2017;189;11;;;06:25;12:00;5,58;5,58;TRUE;3
34;2018;122;21;;;06:50;11:32;4,7;4,7;TRUE;0
34;2018;143;20;;;06:30;12:15;5,75;5,75;TRUE;1
34;2018;167;13;;;06:38;10:15;3,62;3,62;FALSE;2
34;2018;185;12;;;06:22;10:44;4,37;4,37;TRUE;3
34;2019;129;31;;;06:33;12:15;5,7;5,7;TRUE;0
34;2019;149;33;;;06:50;12:25;5,58;5,58;TRUE;1
34;2019;170;15;;;06:46;10:45;3,98;3,98;FALSE;2
34;2019;190;10;;;06:50;11:40;4,83;4,83;TRUE;3
36;1997;138;46;;;07:00;12:20;5,33;5,33;TRUE;1
36;1997;159;23;;;06:30;12:00;5,5;5,5;TRUE;2
36;1997;189;6;;;08:00;11:00;3;3;FALSE;3
36;1999;143;18;;;06:45;12:00;5,25;5,25;TRUE;0
36;2000;142;31;;;06:45;11:15;4,5;4,5;TRUE;1
36;2000;163;23;;;07:00;12:22;5,37;5,37;TRUE;2
36;2000;190;19;;;06:50;10:45;3,92;3,92;FALSE;3
36;2001;140;12;;;06:40;11:00;4,33;4,33;TRUE;0
36;2001;182;21;;;06:15;12:00;5,75;5,75;TRUE;0
37;1997;137;6;;;08:00;13:00;5;5;TRUE;1
37;1997;159;7;;;06:00;12:00;6;6;TRUE;2
37;1997;187;9;;;08:00;12:00;4;4;TRUE;3
37;1998;129;13;;;07:00;13:00;6;6;TRUE;1
37;1998;165;11;;;07:00;11:00;4;4;TRUE;2
37;1998;186;7;;;07:00;10:00;3;3;FALSE;3
37;2002;124;13;;;08:00;13:15;5,25;5,25;TRUE;1
37;2002;152;20;;;06:30;12:00;5,5;5,5;TRUE;2
37;2002;183;22;;;06:00;13:45;7,75;7,75;TRUE;3
37;2003;130;21;;;06:30;12:30;6;6;TRUE;1
37;2003;172;17;;;06:55;12:30;5,58;5,58;TRUE;2
37;2003;187;15;;;06:00;11:00;5;5;TRUE;3
37;2004;129;31;;;06:50;13:50;7;7;TRUE;1
37;2004;158;18;;;06:00;13:00;7;7;TRUE;2
37;2004;178;23;;;06:15;11:00;4,75;4,75;TRUE;3
37;2005;120;5;;;08:00;12:45;4,75;4,75;TRUE;1
37;2005;156;14;;;06:00;11:00;5;5;TRUE;2
37;2005;184;12;;;06:00;13:10;7,17;7,17;TRUE;3
37;2007;153;25;;;06:15;13:00;6,75;6,75;TRUE;0
37;2008;129;76;;;07:00;13:50;6,83;6,83;TRUE;1
37;2008;160;43;;;10:10;13:45;3,58;3,58;FALSE;2
37;2008;188;19;;;06:15;13:45;7,5;7,5;TRUE;3
37;2009;128;17;;;07:00;13:40;6,67;6,67;TRUE;1
37;2009;157;14;;;06:40;13:30;6,83;6,83;TRUE;2
37;2009;185;14;;;06:20;13:00;6,67;6,67;TRUE;3
37;2011;128;13;;;06:30;13:20;6,83;6,83;TRUE;1
37;2011;156;19;;;06:39;13:30;6,85;6,85;TRUE;2
37;2011;184;18;;;06:20;12:30;6,17;6,17;TRUE;3
37;2012;128;28;;;06:55;13:35;6,67;6,67;TRUE;1
37;2012;148;24;;;06:15;13:00;6,75;6,75;TRUE;2
37;2012;183;25;;;06:05;13:55;7,83;7,83;TRUE;3
37;2013;118;29;;;07:00;13:50;6,83;6,83;TRUE;1
37;2013;146;23;;;06:15;12:30;6,25;6,25;TRUE;2
37;2013;181;14;;;06:42;13:00;6,3;6,3;TRUE;3
37;2014;117;17;;;06:50;13:00;6,17;6,17;TRUE;1
37;2014;152;20;;;06:27;12:40;6,22;6,22;TRUE;2
37;2014;188;28;;;06:10;13:30;7,33;7,33;TRUE;3
39;1995;145;17;;;06:00;13:45;7,75;7,75;TRUE;1
39;1995;166;5;;;06:00;08:30;2,5;2,5;FALSE;2
39;1995;187;10;;;06:00;10:30;4,5;4,5;TRUE;3
39;1996;145;5;;;06:30;10:30;4;4;TRUE;1
39;1996;166;10;;;07:00;13:20;6,33;6,33;TRUE;2
39;1996;187;4;;;07:30;12:30;5;5;FALSE;3
39;1997;143;6;;;07:50;12:00;4,17;4,17;TRUE;1
39;1997;164;3;;;07:30;13:30;6;6;FALSE;2
39;1997;185;8;;;06:15;12:20;6,08;6,08;TRUE;3
39;1998;143;11;;;07:00;13:30;6,5;6,5;TRUE;1
39;1998;163;8;;;06:30;13:15;6,75;6,75;TRUE;2
39;1998;184;5;;;08:30;13:00;4,5;4,5;TRUE;3
39;1999;141;6;;;06:45;11:00;4,25;4,25;TRUE;1
39;1999;162;5;;;07:15;12:30;5,25;5,25;TRUE;2
39;1999;182;4;;;07:30;07:45;0,25;0,25;FALSE;0
39;1999;183;11;;;07:00;12:00;5;5;TRUE;3
39;2000;147;9;;;06:00;13:00;7;7;TRUE;1
39;2000;168;12;;;06:30;11:00;4,5;4,5;TRUE;2
39;2000;182;10;;;06:35;12:30;5,92;5,92;TRUE;3
39;2001;142;5;;;06:30;11:15;4,75;4,75;TRUE;1
39;2001;143;5;;;06:50;12:30;5,67;5,67;TRUE;0
39;2001;165;8;;;06:00;12:00;6;6;TRUE;2
39;2001;180;16;;;06:40;11:34;4,9;4,9;TRUE;3
