"YEAR";"AGE_first";"SP";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"HABITAT"
2015;"JUV";"PARCAE";"Court";0;0;0,0769230769230769;0,125;0,141071428571429;"STOC-rozo"
2016;"JUV";"PARCAE";"Court";0;0;0,0454545454545455;0,118181818181818;0,191818181818182;"STOC-rozo"
2017;"JUV";"PARCAE";"Court";0;0;0;0,0285714285714286;0,0928571428571429;"STOC-rozo"
2018;"JUV";"PARCAE";"Court";0;0;0;0,0227272727272727;0,0840909090909091;"STOC-rozo"
2005;"AD";"PARMAJ";"Court";0;0;0;0;0;"STOC-rozo"
1989;"JUV";"PARMAJ";"Court";0;0;0;0;0;"STOC-rozo"
1990;"JUV";"PARMAJ";"Court";0;0;0;0,0328502415458937;0,0944527736131934;"STOC-rozo"
1991;"JUV";"PARMAJ";"Court";0;0;0;0;0,0825;"STOC-rozo"
1992;"JUV";"PARMAJ";"Court";0;0;0;0,0459558823529412;0,0692226890756303;"STOC-rozo"
1993;"JUV";"PARMAJ";"Court";0;0;0;0;0,0629629629629629;"STOC-rozo"
1994;"JUV";"PARMAJ";"Court";0;0;0;0,0135135135135135;0,05;"STOC-rozo"
1995;"JUV";"PARMAJ";"Court";0;0;0;0;0,0875;"STOC-rozo"
1996;"JUV";"PARMAJ";"Court";0;0;0;0,0222222222222222;0,0551633986928105;"STOC-rozo"
1997;"JUV";"PARMAJ";"Court";0;0;0,0384615384615385;0,0769230769230769;0,0895104895104895;"STOC-rozo"
1998;"JUV";"PARMAJ";"Court";0;0;0;0,0217391304347826;0,0741739130434783;"STOC-rozo"
1999;"JUV";"PARMAJ";"Court";0,0454545454545455;0,0454545454545455;0,0643939393939394;0,0888157894736842;0,103618421052632;"STOC-rozo"
2000;"JUV";"PARMAJ";"Court";0;0;0;0,0625;0,0705357142857143;"STOC-rozo"
2001;"JUV";"PARMAJ";"Court";0;0;0;0,063894523326572;0,152011494252874;"STOC-rozo"
2002;"JUV";"PARMAJ";"Court";0;0;0;0,0681818181818182;0,120738636363636;"STOC-rozo"
2003;"JUV";"PARMAJ";"Court";0;0;0;0,0377777777777778;0,0583333333333333;"STOC-rozo"
2004;"JUV";"PARMAJ";"Court";0;0;0;0,0208333333333333;0,0872826086956522;"STOC-rozo"
2005;"JUV";"PARMAJ";"Court";0;0;0;0,0192307692307692;0,0612132352941177;"STOC-rozo"
2006;"JUV";"PARMAJ";"Court";0;0;0;0,0128205128205128;0,1;"STOC-rozo"
2007;"JUV";"PARMAJ";"Court";0;0;0;0,0777988614800759;0,199675324675325;"STOC-rozo"
2008;"JUV";"PARMAJ";"Court";0;0;0;0,0113636363636364;0,0788690476190476;"STOC-rozo"
2009;"JUV";"PARMAJ";"Court";0;0;0;0,033008658008658;0,241346153846154;"STOC-rozo"
2010;"JUV";"PARMAJ";"Court";0;0;0;0;0,0545321637426901;"STOC-rozo"
2011;"JUV";"PARMAJ";"Court";0;0;0;0,0688854489164087;0,164230769230769;"STOC-rozo"
2012;"JUV";"PARMAJ";"Court";0;0;0;0;0,0653195488721804;"STOC-rozo"
2013;"JUV";"PARMAJ";"Court";0;0;0;0;0,294642857142857;"STOC-rozo"
2014;"JUV";"PARMAJ";"Court";0;0;0,0277777777777778;0,092156862745098;0,138509316770186;"STOC-rozo"
2015;"JUV";"PARMAJ";"Court";0;0;0;0,065;0,136607142857143;"STOC-rozo"
2016;"JUV";"PARMAJ";"Court";0;0;0;0;0,0962301587301587;"STOC-rozo"
2017;"JUV";"PARMAJ";"Court";0;0;0;0,0256944444444444;0,103869047619048;"STOC-rozo"
2018;"JUV";"PARMAJ";"Court";0;0;0;0,0166666666666667;0,0872425629290618;"STOC-rozo"
2003;"AD";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
2006;"AD";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
2007;"AD";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
2008;"AD";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
1989;"JUV";"PHYCOL";"Court";0,00202702702702702;0,0202702702702703;0,0405405405405405;0,0608108108108108;0,0790540540540541;"STOC-rozo"
1990;"JUV";"PHYCOL";"Court";0;0;0,00746268656716418;0,0230987917555082;0,0451670220326937;"STOC-rozo"
1991;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
1992;"JUV";"PHYCOL";"Court";0;0;0;0,03125;0,115625;"STOC-rozo"
1993;"JUV";"PHYCOL";"Court";0;0;0;0,0181818181818182;0,0345454545454546;"STOC-rozo"
1994;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
1995;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
1996;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
1997;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
1998;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
1999;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
2000;"JUV";"PHYCOL";"Court";0,0225694444444444;0,0381944444444444;0,0555555555555556;0,0944444444444444;0,129444444444444;"STOC-rozo"
2001;"JUV";"PHYCOL";"Court";0;0;0;0;0,0375;"STOC-rozo"
2002;"JUV";"PHYCOL";"Court";0;0;0;0;0,0757575757575758;"STOC-rozo"
2003;"JUV";"PHYCOL";"Court";0;0;0;0;0,114583333333333;"STOC-rozo"
2004;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
2005;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
2006;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
2007;"JUV";"PHYCOL";"Court";0;0;0;0;0,0236111111111111;"STOC-rozo"
2008;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
2009;"JUV";"PHYCOL";"Court";0;0;0;0;0,126923076923077;"STOC-rozo"
2010;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
2011;"JUV";"PHYCOL";"Court";0;0;0;0,0142857142857143;0,065;"STOC-rozo"
2012;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
2013;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
2014;"JUV";"PHYCOL";"Court";0;0;0;0;0,0825;"STOC-rozo"
2015;"JUV";"PHYCOL";"Court";0;0;0;0;0,103125;"STOC-rozo"
2016;"JUV";"PHYCOL";"Court";0;0;0;0;0,1;"STOC-rozo"
2017;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
2018;"JUV";"PHYCOL";"Court";0;0;0;0;0;"STOC-rozo"
2002;"AD";"SYLATR";"Court";0;0;0;0;0;"STOC-rozo"
2003;"AD";"SYLATR";"Court";0;0;0;0;0;"STOC-rozo"
2004;"AD";"SYLATR";"Court";0;0;0;0;0;"STOC-rozo"
2005;"AD";"SYLATR";"Court";0;0;0;0;0;"STOC-rozo"
2006;"AD";"SYLATR";"Court";0;0;0;0;0;"STOC-rozo"
2007;"AD";"SYLATR";"Court";0;0;0;0;0;"STOC-rozo"
2009;"AD";"SYLATR";"Court";0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;"STOC-rozo"
2010;"AD";"SYLATR";"Court";0;0;0;0;0;"STOC-rozo"
2011;"AD";"SYLATR";"Court";0;0;0;0;0;"STOC-rozo"
2012;"AD";"SYLATR";"Court";0;0;0;0;0;"STOC-rozo"
1989;"JUV";"SYLATR";"Court";0,0212241379310345;0,0322413793103448;0,0444827586206897;0,0567241379310345;0,0677413793103448;"STOC-rozo"
1990;"JUV";"SYLATR";"Court";0;0;0,0172413793103448;0,0642857142857143;0,156666666666667;"STOC-rozo"
1991;"JUV";"SYLATR";"Court";0;0;0;0,0161290322580645;0,061505376344086;"STOC-rozo"
1992;"JUV";"SYLATR";"Court";0,00333333333333333;0,0283524904214559;0,05;0,0811688311688312;0,0986363636363636;"STOC-rozo"
1993;"JUV";"SYLATR";"Court";0;0;0;0,0161290322580645;0,122080088987764;"STOC-rozo"
1994;"JUV";"SYLATR";"Court";0;0;0;0,0833333333333333;0,120833333333333;"STOC-rozo"
1995;"JUV";"SYLATR";"Court";0;0;0,03125;0,0733173076923077;0,0891608391608392;"STOC-rozo"
1996;"JUV";"SYLATR";"Court";0;0;0;0,0588235294117647;0,260504201680672;"STOC-rozo"
1997;"JUV";"SYLATR";"Court";0;0;0;0;0,0894736842105263;"STOC-rozo"
1998;"JUV";"SYLATR";"Court";0;0;0;0;0,0583333333333333;"STOC-rozo"
1999;"JUV";"SYLATR";"Court";0;0;0,00892857142857143;0,0446428571428571;0,116964285714286;"STOC-rozo"
2000;"JUV";"SYLATR";"Court";0;0;0;0;0,0180851063829787;"STOC-rozo"
2001;"JUV";"SYLATR";"Court";0;0;0;0;0,025;"STOC-rozo"
2002;"JUV";"SYLATR";"Court";0;0;0;0;0,0511320754716981;"STOC-rozo"
2003;"JUV";"SYLATR";"Court";0;0;0;0;0,0601073345259392;"STOC-rozo"
2004;"JUV";"SYLATR";"Court";0;0;0;0;0,0381727158948686;"STOC-rozo"
2005;"JUV";"SYLATR";"Court";0;0;0;0;0,115064102564103;"STOC-rozo"
2006;"JUV";"SYLATR";"Court";0;0;0;0,0190065298507463;0,0705087440381558;"STOC-rozo"
2007;"JUV";"SYLATR";"Court";0;0;0;0;0,0390046296296296;"STOC-rozo"
2008;"JUV";"SYLATR";"Court";0;0;0;0,00757575757575758;0,0554315476190476;"STOC-rozo"
2009;"JUV";"SYLATR";"Court";0;0;0;0,0372413793103448;0,207142857142857;"STOC-rozo"
2010;"JUV";"SYLATR";"Court";0;0;0;0;0,080448717948718;"STOC-rozo"
2011;"JUV";"SYLATR";"Court";0;0;0;0,027027027027027;0,129333333333333;"STOC-rozo"
2012;"JUV";"SYLATR";"Court";0;0;0;0;0,0565476190476191;"STOC-rozo"
2013;"JUV";"SYLATR";"Court";0;0;0;0;0,171428571428571;"STOC-rozo"
2014;"JUV";"SYLATR";"Court";0;0;0;0,0346102150537634;0,0939393939393939;"STOC-rozo"
2015;"JUV";"SYLATR";"Court";0;0;0;0;0,0698529411764706;"STOC-rozo"
2016;"JUV";"SYLATR";"Court";0;0;0;0;0,0694047619047619;"STOC-rozo"
2017;"JUV";"SYLATR";"Court";0;0;0;0,0318181818181818;0,165725806451613;"STOC-rozo"
2018;"JUV";"SYLATR";"Court";0;0;0;0,0560224089635854;0,0998076923076923;"STOC-rozo"
1997;"AD";"ACRSCH";"Long";0,166666666666667;0,166666666666667;0,166666666666667;0,166666666666667;0,166666666666667;"STOC-rozo"
1998;"AD";"ACRSCH";"Long";0,0703663793103448;0,0829741379310345;0,0969827586206897;0,110991379310345;0,123599137931034;"STOC-rozo"
1999;"AD";"ACRSCH";"Long";0,127138157894737;0,146381578947368;0,167763157894737;0,189144736842105;0,208388157894737;"STOC-rozo"
2000;"AD";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2001;"AD";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2002;"AD";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2003;"AD";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2004;"AD";"ACRSCH";"Long";0;0;0;0,05;0,185;"STOC-rozo"
2005;"AD";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2006;"AD";"ACRSCH";"Long";0,00441176470588234;0,0441176470588235;0,0882352941176471;0,132352941176471;0,172058823529412;"STOC-rozo"
2007;"AD";"ACRSCH";"Long";0;0;0;0,0375;0,115625;"STOC-rozo"
2008;"AD";"ACRSCH";"Long";0;0;0;0,0277777777777778;0,110333333333333;"STOC-rozo"
2009;"AD";"ACRSCH";"Long";0;0;0;0,0769230769230769;0,179120879120879;"STOC-rozo"
2010;"AD";"ACRSCH";"Long";0;0;0;0,233333333333333;0,313421052631579;"STOC-rozo"
2011;"AD";"ACRSCH";"Long";0;0;0;0,0833333333333333;0,114850427350427;"STOC-rozo"
2012;"AD";"ACRSCH";"Long";0;0;0,0714285714285714;0,208791208791209;0,286199095022624;"STOC-rozo"
2013;"AD";"ACRSCH";"Long";0;0;0,0454545454545455;0,163352272727273;0,256770833333333;"STOC-rozo"
2014;"AD";"ACRSCH";"Long";0;0;0,0434782608695652;0,0899209486166008;0,15719696969697;"STOC-rozo"
2015;"AD";"ACRSCH";"Long";0;0;0;0,0833333333333333;0,213888888888889;"STOC-rozo"
2016;"AD";"ACRSCH";"Long";0;0;0,0333333333333333;0,0777777777777778;0,107777777777778;"STOC-rozo"
2017;"AD";"ACRSCH";"Long";0;0;0,0285714285714286;0,0742857142857143;0,144615384615385;"STOC-rozo"
2018;"AD";"ACRSCH";"Long";0;0;0;0;0,25;"STOC-rozo"
1997;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
1998;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
1999;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2000;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2001;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2002;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2003;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2004;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2006;"JUV";"ACRSCH";"Long";0;0;0;0,05;0,095;"STOC-rozo"
2007;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2008;"JUV";"ACRSCH";"Long";0;0;0;0;0,128021978021978;"STOC-rozo"
2009;"JUV";"ACRSCH";"Long";0;0;0;0,0217391304347826;0,0959954233409611;"STOC-rozo"
2010;"JUV";"ACRSCH";"Long";0;0;0;0;0,136507936507937;"STOC-rozo"
2011;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2012;"JUV";"ACRSCH";"Long";0;0;0;0,0681818181818182;0,161309523809524;"STOC-rozo"
2013;"JUV";"ACRSCH";"Long";0;0;0;0,0666666666666667;0,080952380952381;"STOC-rozo"
2014;"JUV";"ACRSCH";"Long";0;0;0;0;0,0624242424242424;"STOC-rozo"
2015;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2016;"JUV";"ACRSCH";"Long";0;0;0;0;0;"STOC-rozo"
2017;"JUV";"ACRSCH";"Long";0;0;0;0;0,0496031746031746;"STOC-rozo"
2018;"JUV";"ACRSCH";"Long";0;0;0;0;0,188486842105263;"STOC-rozo"
1997;"AD";"ACRSCI";"Long";0,0847587719298245;0,0975877192982456;0,111842105263158;0,12609649122807;0,138925438596491;"STOC-rozo"
1998;"AD";"ACRSCI";"Long";0,0530555555555556;0,0805555555555555;0,111111111111111;0,130023640661939;0,147044917257683;"STOC-rozo"
1999;"AD";"ACRSCI";"Long";0,0025;0,025;0,05;0,0838235294117647;0,114264705882353;"STOC-rozo"
2000;"AD";"ACRSCI";"Long";0;0;0;0,0151515151515152;0,0287878787878788;"STOC-rozo"
2001;"AD";"ACRSCI";"Long";0;0,0151515151515152;0,0625;0,0977835723598436;0,156168703192747;"STOC-rozo"
2002;"AD";"ACRSCI";"Long";0;0;0;0,0857142857142857;0,188484848484848;"STOC-rozo"
2003;"AD";"ACRSCI";"Long";0;0;0,0625;0,154761904761905;0,252622377622378;"STOC-rozo"
2004;"AD";"ACRSCI";"Long";0;0;0;0,255813953488372;0,293846153846154;"STOC-rozo"
2005;"AD";"ACRSCI";"Long";0;0,0394736842105263;0,0961791831357049;0,1875;0,370779914529915;"STOC-rozo"
2006;"AD";"ACRSCI";"Long";0;0;0;0,0606060606060606;0,235323886639676;"STOC-rozo"
2007;"AD";"ACRSCI";"Long";0;0;0,05;0,121212121212121;0,173529411764706;"STOC-rozo"
2008;"AD";"ACRSCI";"Long";0;0;0,0348557692307692;0,122326203208556;0,200676406926407;"STOC-rozo"
2009;"AD";"ACRSCI";"Long";0;0;0,0444664031620553;0,0974264705882353;0,244130434782609;"STOC-rozo"
2010;"AD";"ACRSCI";"Long";0;0;0,0285714285714286;0,0909090909090909;0,220454545454545;"STOC-rozo"
2011;"AD";"ACRSCI";"Long";0;0;0;0,0327956989247312;0,191666666666667;"STOC-rozo"
2012;"AD";"ACRSCI";"Long";0;0;0,0584615384615385;0,146634615384615;0,178409090909091;"STOC-rozo"
2013;"AD";"ACRSCI";"Long";0;0;0,02;0,0683870967741936;0,13219696969697;"STOC-rozo"
2014;"AD";"ACRSCI";"Long";0,0133333333333333;0,0789473684210526;0,0967741935483871;0,125;0,165446224256293;"STOC-rozo"
2015;"AD";"ACRSCI";"Long";0;0;0,0714285714285714;0,148510971786834;0,170975323149236;"STOC-rozo"
2016;"AD";"ACRSCI";"Long";0,0856470588235294;0,127005347593583;0,15;0,176319176319176;0,203571428571429;"STOC-rozo"
2017;"AD";"ACRSCI";"Long";0;0,0714285714285714;0,146341463414634;0,191489361702128;0,223303167420814;"STOC-rozo"
2018;"AD";"ACRSCI";"Long";0;0;0,0773809523809524;0,142272727272727;0,233630952380952;"STOC-rozo"
1997;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
1998;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
1999;"JUV";"ACRSCI";"Long";0;0;0;0,0555555555555556;0,105555555555556;"STOC-rozo"
2000;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2001;"JUV";"ACRSCI";"Long";0;0;0;0;0,134615384615385;"STOC-rozo"
2002;"JUV";"ACRSCI";"Long";0;0;0;0;0,0916666666666667;"STOC-rozo"
2003;"JUV";"ACRSCI";"Long";0;0;0;0;0,4;"STOC-rozo"
2004;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2005;"JUV";"ACRSCI";"Long";0;0;0;0,0227272727272727;0,0840909090909091;"STOC-rozo"
2006;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2007;"JUV";"ACRSCI";"Long";0;0;0;0;0,0483333333333333;"STOC-rozo"
2008;"JUV";"ACRSCI";"Long";0;0;0;0,03125;0,132142857142857;"STOC-rozo"
2009;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2010;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2011;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2012;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2013;"JUV";"ACRSCI";"Long";0;0;0;0;0,4;"STOC-rozo"
2014;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2015;"JUV";"ACRSCI";"Long";0;0;0;0;0,0596153846153846;"STOC-rozo"
2016;"JUV";"ACRSCI";"Long";0;0;0;0;0;"STOC-rozo"
2017;"JUV";"ACRSCI";"Long";0;0;0;0,0159574468085106;0,0955357142857142;"STOC-rozo"
2018;"JUV";"ACRSCI";"Long";0;0;0;0,0625;0,333333333333333;"STOC-rozo"
1989;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Aquatique"
1990;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Aquatique"
1991;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Aquatique"
1992;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Aquatique"
1993;"JUV";"AEGCAU";"Court";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;"Aquatique"
1994;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Aquatique"
1995;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Aquatique"
2005;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Aquatique"
2006;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Aquatique"
2007;"JUV";"AEGCAU";"Court";0;0;0;0,0487804878048781;0,0926829268292683;"Aquatique"
2008;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Aquatique"
2009;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Aquatique"
2010;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Aquatique"
2011;"JUV";"AEGCAU";"Court";0,0897826086956522;0,115217391304348;0,143478260869565;0,171739130434783;0,197173913043478;"Aquatique"
2012;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Aquatique"
2013;"JUV";"AEGCAU";"Court";0;0;0;0,0416666666666667;0,0791666666666667;"Aquatique"
2014;"JUV";"AEGCAU";"Court";0;0;0;0,0714285714285714;0,0821428571428571;"Aquatique"
2015;"JUV";"AEGCAU";"Court";0;0;0,05;0,0714285714285714;0,107142857142857;"Aquatique"
2016;"JUV";"AEGCAU";"Court";0;0;0;0,166666666666667;0,376666666666667;"Aquatique"
2017;"JUV";"AEGCAU";"Court";0;0;0;0;0,05625;"Aquatique"
2018;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Aquatique"
1989;"JUV";"ERIRUB";"Court";0;0;0;0;0;"Aquatique"
1990;"JUV";"ERIRUB";"Court";0;0,0182926829268293;0,0449685534591195;0,0635416666666667;0,424166666666667;"Aquatique"
1991;"JUV";"ERIRUB";"Court";0;0;0;0,0113636363636364;0,0767045454545455;"Aquatique"
1992;"JUV";"ERIRUB";"Court";0;0;0,032258064516129;0,0645833333333333;0,118974358974359;"Aquatique"
1993;"JUV";"ERIRUB";"Court";0;0;0;0,0294117647058824;0,105966386554622;"Aquatique"
1994;"JUV";"ERIRUB";"Court";0;0;0,0555555555555556;0,0666666666666667;0,0910416666666667;"Aquatique"
1995;"JUV";"ERIRUB";"Court";0;0;0;0,0833333333333333;0,114850427350427;"Aquatique"
1996;"JUV";"ERIRUB";"Court";0;0;0;0,0833333333333333;0,308333333333333;"Aquatique"
1997;"JUV";"ERIRUB";"Court";0;0;0;0,0131578947368421;0,0486842105263158;"Aquatique"
1998;"JUV";"ERIRUB";"Court";0;0;0,0588235294117647;0,123949579831933;0,140966386554622;"Aquatique"
1999;"JUV";"ERIRUB";"Court";0,00106382978723404;0,0106382978723404;0,0212765957446809;0,0939716312056738;0,159397163120567;"Aquatique"
2000;"JUV";"ERIRUB";"Court";0;0;0,0333333333333333;0,0678571428571429;0,0710714285714286;"Aquatique"
2001;"JUV";"ERIRUB";"Court";0;0;0;0;0,0364583333333333;"Aquatique"
2002;"JUV";"ERIRUB";"Court";0;0;0;0;0,0996732026143791;"Aquatique"
2003;"JUV";"ERIRUB";"Court";0;0;0;0;0,0515625;"Aquatique"
2004;"JUV";"ERIRUB";"Court";0;0;0;0,0576923076923077;0,119836956521739;"Aquatique"
2005;"JUV";"ERIRUB";"Court";0;0;0;0;0,119196428571429;"Aquatique"
2006;"JUV";"ERIRUB";"Court";0;0;0;0,0467032967032967;0,0714285714285714;"Aquatique"
2007;"JUV";"ERIRUB";"Court";0;0;0;0;0,158214285714286;"Aquatique"
2008;"JUV";"ERIRUB";"Court";0;0;0;0;0,13525641025641;"Aquatique"
2009;"JUV";"ERIRUB";"Court";0;0;0;0;0,0639705882352941;"Aquatique"
2010;"JUV";"ERIRUB";"Court";0;0;0;0;0,0276785714285714;"Aquatique"
2011;"JUV";"ERIRUB";"Court";0;0;0;0,0463157894736842;0,0555555555555556;"Aquatique"
2012;"JUV";"ERIRUB";"Court";0;0;0;0;0,39875;"Aquatique"
2013;"JUV";"ERIRUB";"Court";0;0;0;0;0,110576923076923;"Aquatique"
2014;"JUV";"ERIRUB";"Court";0;0;0;0,0326086956521739;0,104545454545455;"Aquatique"
2015;"JUV";"ERIRUB";"Court";0;0;0;0,0116279069767442;0,103968253968254;"Aquatique"
2016;"JUV";"ERIRUB";"Court";0;0;0;0;0,201373626373627;"Aquatique"
2017;"JUV";"ERIRUB";"Court";0;0;0;0,0277777777777778;0,0965277777777777;"Aquatique"
2018;"JUV";"ERIRUB";"Court";0;0;0;0;0,114583333333333;"Aquatique"
2014;"AD";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
2015;"AD";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
2016;"AD";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
2018;"AD";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
1990;"JUV";"PARCAE";"Court";0,00555555555555554;0,0555555555555556;0,111111111111111;0,166666666666667;0,216666666666667;"Aquatique"
1991;"JUV";"PARCAE";"Court";0,00089285714285714;0,00892857142857143;0,0178571428571429;0,0267857142857143;0,0348214285714286;"Aquatique"
1992;"JUV";"PARCAE";"Court";0,000925925925925923;0,00925925925925926;0,0185185185185185;0,0277777777777778;0,0361111111111111;"Aquatique"
1993;"JUV";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
1995;"JUV";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
1999;"JUV";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
2000;"JUV";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
2001;"JUV";"PARCAE";"Court";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325;"Aquatique"
2002;"JUV";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
2003;"JUV";"PARCAE";"Court";0,00441176470588234;0,0441176470588235;0,0882352941176471;0,132352941176471;0,172058823529412;"Aquatique"
2004;"JUV";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
2005;"JUV";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
2006;"JUV";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
2007;"JUV";"PARCAE";"Court";0;0;0;0,0357142857142857;0,132142857142857;"Aquatique"
2008;"JUV";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
2009;"JUV";"PARCAE";"Court";0;0;0;0,03125;0,115625;"Aquatique"
2010;"JUV";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
2011;"JUV";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
2012;"JUV";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
2013;"JUV";"PARCAE";"Court";0;0;0;0;0;"Aquatique"
2014;"JUV";"PARCAE";"Court";0;0;0;0;0,06;"Aquatique"
2015;"JUV";"PARCAE";"Court";0;0;0;0,0192307692307692;0,0711538461538462;"Aquatique"
2016;"JUV";"PARCAE";"Court";0;0;0;0,1;0,19;"Aquatique"
2017;"JUV";"PARCAE";"Court";0;0;0;0,00714285714285714;0,0264285714285714;"Aquatique"
2018;"JUV";"PARCAE";"Court";0;0;0;0,0454545454545455;0,0863636363636364;"Aquatique"
1989;"JUV";"PARMAJ";"Court";0;0;0;0;0;"Aquatique"
1990;"JUV";"PARMAJ";"Court";0;0;0;0,0328502415458937;0,0944527736131934;"Aquatique"
1991;"JUV";"PARMAJ";"Court";0;0;0;0;0,0825;"Aquatique"
1992;"JUV";"PARMAJ";"Court";0;0;0;0,0459558823529412;0,0692226890756303;"Aquatique"
1993;"JUV";"PARMAJ";"Court";0;0;0;0;0,0629629629629629;"Aquatique"
1994;"JUV";"PARMAJ";"Court";0;0;0;0,0135135135135135;0,05;"Aquatique"
1995;"JUV";"PARMAJ";"Court";0;0;0;0;0,0875;"Aquatique"
1996;"JUV";"PARMAJ";"Court";0;0;0;0,0222222222222222;0,0551633986928105;"Aquatique"
1997;"JUV";"PARMAJ";"Court";0;0;0,0384615384615385;0,0769230769230769;0,0895104895104895;"Aquatique"
1998;"JUV";"PARMAJ";"Court";0;0;0;0,0217391304347826;0,0741739130434783;"Aquatique"
1999;"JUV";"PARMAJ";"Court";0,0454545454545455;0,0454545454545455;0,0643939393939394;0,0888157894736842;0,103618421052632;"Aquatique"
2000;"JUV";"PARMAJ";"Court";0;0;0;0,0625;0,0705357142857143;"Aquatique"
