"YEAR";"HABITAT";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"ESPECE"
2003;"Terrestre";0,673136645962733;0,861801242236025;1,07142857142857;1,78571428571429;2,42857142857143;"ANTTRI"
2004;"Terrestre";2,27678571428571;3,48214285714286;4,82142857142857;6,16071428571429;7,36607142857143;"ANTTRI"
2005;"Terrestre";1,46205357142857;1,76339285714286;3,08035714285714;5,35714285714286;8,25;"ANTTRI"
2006;"Terrestre";1,28;2;2,14285714285714;3;4,35;"ANTTRI"
2007;"Terrestre";1,53214285714286;1,82142857142857;2,14285714285714;2,47767857142857;2,77901785714286;"ANTTRI"
2008;"Terrestre";0,859375;1,98317307692308;2,40384615384615;2,61029411764706;4,36934389140271;"ANTTRI"
2009;"Terrestre";1,91826923076923;2,30769230769231;2,4;2,72727272727273;3,87272727272727;"ANTTRI"
2010;"Terrestre";1,07464285714286;1,10357142857143;1,13571428571429;1,16785714285714;1,19678571428571;"ANTTRI"
2011;"Terrestre";1,71052631578947;2,89473684210526;4,66666666666667;6,72222222222222;8,67222222222222;"ANTTRI"
2012;"Terrestre";1,21607142857143;2,51785714285714;3,375;4,85795454545454;7,84943181818182;"ANTTRI"
2013;"Terrestre";2,31150793650794;3,82936507936508;5,51587301587302;7,20238095238095;8,7202380952381;"ANTTRI"
2014;"Terrestre";1,02096774193548;1,5;2,4;5;6,40625;"ANTTRI"
2015;"Terrestre";1,13169642857143;1,67410714285714;2,60416666666667;3,90625;5,453125;"ANTTRI"
2016;"Terrestre";1,73333333333333;2,33333333333333;3;3;3;"ANTTRI"
2017;"Terrestre";2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;"ANTTRI"
2018;"Terrestre";1,13169642857143;1,67410714285714;2,4375;4,5;8,55;"ANTTRI"
1991;"Terrestre";0,782974137931034;1,07974137931034;1,40948275862069;1,73922413793103;2,03599137931035;"CARCHL"
1993;"Terrestre";0,697674418604651;0,697674418604651;0,697674418604651;0,697674418604651;0,697674418604651;"CARCHL"
2000;"Terrestre";30;30;30;30;30;"CARCHL"
2001;"Terrestre";2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;"CARCHL"
2002;"Terrestre";0,907051282051282;1,57051282051282;2,30769230769231;2,40384615384615;2,49038461538462;"CARCHL"
2003;"Terrestre";1,11555555555556;1,15555555555556;1,2;1,96363636363636;2,65090909090909;"CARCHL"
2004;"Terrestre";2,20238095238095;2,73809523809524;3,33333333333333;4,16666666666667;4,91666666666667;"CARCHL"
2005;"Terrestre";1,23846153846154;2;2,64705882352941;3,33333333333333;4,19047619047619;"CARCHL"
2006;"Terrestre";3,77678571428571;4,01785714285714;4,28571428571429;4,28571428571429;4,28571428571429;"CARCHL"
2007;"Terrestre";0,933566433566434;1,15384615384615;1,25;1,875;5,25;"CARCHL"
2008;"Terrestre";1,20947368421053;1,29473684210526;1,38947368421053;1,48421052631579;1,56947368421053;"CARCHL"
2009;"Terrestre";1,15625;2,4375;3,23076923076923;3,67788461538462;7,03125;"CARCHL"
2010;"Terrestre";1,27636363636364;1,96363636363636;2,72727272727273;9,80113636363636;16,1676136363636;"CARCHL"
2011;"Terrestre";2,10129310344828;2,39224137931034;2,75;3,421875;4,5609375;"CARCHL"
2012;"Terrestre";1,17980769230769;1,41346153846154;1,55357142857143;1,87699893390192;2,60561034115139;"CARCHL"
2013;"Terrestre";1,27388059701493;1,87899786780384;2,22527472527473;2,80832803560076;4,12190082644628;"CARCHL"
2014;"Terrestre";1,87953629032258;1,92036290322581;2,31102551757342;2,69674355495251;2,72421981004071;"CARCHL"
2015;"Terrestre";1,875;2,03125;2,59328358208955;2,92164179104478;5,14772727272727;"CARCHL"
2016;"Terrestre";2,51530612244898;3,11224489795918;4,66666666666667;6,375;7,3875;"CARCHL"
2017;"Terrestre";1,11964285714286;1,55357142857143;2,03571428571429;2,51785714285714;2,95178571428571;"CARCHL"
2018;"Terrestre";1,90972222222222;2,22222222222222;2,6865671641791;3,33333333333333;4,83333333333333;"CARCHL"
1989;"Terrestre";0,652173913043478;0,652173913043478;0,652173913043478;0,652173913043478;0,652173913043478;"CARINA"
1994;"Terrestre";0,681818181818182;0,681818181818182;0,681818181818182;0,681818181818182;0,681818181818182;"CARINA"
1998;"Terrestre";7,5;7,5;7,5;7,5;7,5;"CARINA"
1999;"Terrestre";4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;"CARINA"
2002;"Terrestre";1,14583333333333;1,45833333333333;1,80555555555556;2,15277777777778;2,46527777777778;"CARINA"
2003;"Terrestre";1,11333333333333;1,13333333333333;1,15555555555556;1,17777777777778;1,19777777777778;"CARINA"
2004;"Terrestre";1,40198863636364;1,74715909090909;1,9375;2,07692307692308;2,28461538461538;"CARINA"
2005;"Terrestre";1,22802197802198;1,8956043956044;2,22527472527473;2,56410256410256;3,25641025641026;"CARINA"
2006;"Terrestre";1,175;1,36538461538462;1,57692307692308;1,78846153846154;1,97884615384615;"CARINA"
2007;"Terrestre";1,171875;1,33413461538462;1,51442307692308;1,69471153846154;1,85697115384615;"CARINA"
2008;"Terrestre";1,32828282828283;3,28282828282828;5,45454545454546;5,72727272727273;5,97272727272727;"CARINA"
2009;"Terrestre";1,14439655172414;2,13362068965517;4,25;6,84375;9,121875;"CARINA"
2010;"Terrestre";1,67857142857143;1,78571428571429;1,9047619047619;2,02380952380952;2,13095238095238;"CARINA"
2011;"Terrestre";1,09544334975369;1,3115763546798;1,55172413793103;9,10919540229885;15,9109195402299;"CARINA"
2012;"Terrestre";2,01696428571429;2,16964285714286;2,33928571428571;2,50892857142857;2,66160714285714;"CARINA"
2013;"Terrestre";1,25833333333333;1,69642857142857;1,96428571428571;2,58116883116883;9,09090909090909;"CARINA"
2014;"Terrestre";1,284375;1,90625;2;3,14705882352941;3,82827324478178;"CARINA"
2015;"Terrestre";1,51666666666667;1,66666666666667;3,21428571428571;3,33333333333333;4,83333333333333;"CARINA"
2016;"Terrestre";1,22440677966102;1,44406779661017;2,01271186440678;2,67857142857143;3,16071428571429;"CARINA"
2017;"Terrestre";1,25480769230769;2,16346153846154;2,75;3,75;5,775;"CARINA"
2018;"Terrestre";1,93586753731343;2,48367537313433;2,70691994572592;3,17045454545455;4,36704545454545;"CARINA"
2019;"Terrestre";2,84440298507463;4,26492537313433;5,84328358208955;7,42164179104478;8,84216417910448;"CARINA"
1995;"Terrestre";0,681818181818182;0,681818181818182;0,681818181818182;0,681818181818182;0,681818181818182;"CARLIS"
2001;"Terrestre";1,25;1,25;1,25;1,25;1,25;"CARLIS"
2002;"Terrestre";1,25135869565217;1,26358695652174;1,27717391304348;1,29076086956522;1,30298913043478;"CARLIS"
2004;"Terrestre";2,35;2,73076923076923;3,15384615384615;3,57692307692308;3,95769230769231;"CARLIS"
2005;"Terrestre";5;5;5;5;5;"CARLIS"
2006;"Terrestre";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"CARLIS"
2007;"Terrestre";1,2;1,2;1,2;1,50909090909091;1,78727272727273;"CARLIS"
2008;"Terrestre";2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;"CARLIS"
2009;"Terrestre";1,6875;2,66447368421053;3,75;3,875;3,9875;"CARLIS"
2010;"Terrestre";1,62723214285714;1,80803571428571;2,00892857142857;3,24776785714286;6,23102678571429;"CARLIS"
2012;"Terrestre";1,23008241758242;1,91620879120879;2,67857142857143;2,83928571428571;2,98392857142857;"CARLIS"
2013;"Terrestre";1,54821428571429;1,98214285714286;2,87142857142857;3,6375;3,73875;"CARLIS"
2014;"Terrestre";1,95870967741935;2,16774193548387;2,4;2,86666666666667;3,28666666666667;"CARLIS"
2015;"Terrestre";1,26875;1,4375;1,625;1,8125;1,98125;"CARLIS"
2016;"Terrestre";1,2225;1,425;2,25;3,61363636363636;5,27045454545455;"CARLIS"
2017;"Terrestre";1,25961538461538;2,125;2,5;2,67045454545455;4,71590909090909;"CARLIS"
2018;"Terrestre";2,5625;3,125;3,75;4,375;4,9375;"CARLIS"
2019;"Terrestre";4,09090909090909;4,09090909090909;4,09090909090909;4,09090909090909;4,09090909090909;"CARLIS"
1990;"Terrestre";0,75;0,75;0,75;0,75;0,75;"CERYLA"
1992;"Terrestre";1,25;1,25;1,25;1,25;1,25;"CERYLA"
1993;"Terrestre";0,62;0,8;1;1;1;"CERYLA"
1994;"Terrestre";0,708245243128964;0,80338266384778;0,909090909090909;0,923295454545455;0,936079545454546;"CERYLA"
1995;"Terrestre";0,803571428571429;1,60714285714286;2,5;2,80172413793103;3,07327586206897;"CERYLA"
1996;"Terrestre";0,716071428571428;0,732142857142857;0,75;0,84375;0,928125;"CERYLA"
1997;"Terrestre";0,75;0,75;0,75;0,75;0,75;"CERYLA"
1998;"Terrestre";1,00769230769231;1,07692307692308;1,15384615384615;1,32692307692308;1,48269230769231;"CERYLA"
1999;"Terrestre";0,969618055555555;1,25868055555556;1,57986111111111;1,90104166666667;2,19010416666667;"CERYLA"
2000;"Terrestre";1,61029411764706;8,16176470588235;15,4411764705882;22,7205882352941;29,2720588235294;"CERYLA"
2001;"Terrestre";0,917613636363636;0,994318181818182;1,07954545454545;1,16477272727273;1,24147727272727;"CERYLA"
2002;"Terrestre";0,502659574468085;0,833333333333333;1,76470588235294;2,14285714285714;3,36923076923077;"CERYLA"
2003;"Terrestre";0,897222222222222;2,22222222222222;3;3;13,8;"CERYLA"
2004;"Terrestre";0,76875;1,33522727272727;1,63235294117647;3,60576923076923;13,6875;"CERYLA"
2005;"Terrestre";0,864075630252101;1,5;2,19642857142857;2,8125;22,9285714285714;"CERYLA"
2006;"Terrestre";1,59735576923077;2,19951923076923;2,75;3,57142857142857;25,5;"CERYLA"
2007;"Terrestre";0,854166666666667;1,625;3,33333333333333;5,08928571428571;12,9375;"CERYLA"
2008;"Terrestre";0,861979166666667;1,15;2;3,11688311688312;7,20104895104895;"CERYLA"
2009;"Terrestre";1,40113636363636;1,56882591093117;2;2,35576923076923;3,93214285714286;"CERYLA"
2010;"Terrestre";0,987764182424917;1,57894736842105;1,66666666666667;2,5;3,61818181818182;"CERYLA"
2011;"Terrestre";1,0078125;1,84006211180124;2,41258741258741;3;3,58125;"CERYLA"
2012;"Terrestre";0,95;1,5;2;2,30769230769231;8,35714285714286;"CERYLA"
2013;"Terrestre";0,794683257918552;1,49533195020747;1,82142857142857;2,34162895927602;7,24733475479744;"CERYLA"
2014;"Terrestre";1,10383064516129;1,99013157894737;2,14285714285714;2,56363636363636;2,95909090909091;"CERYLA"
2015;"Terrestre";1,21071428571429;2,18406593406593;2,5;3,33333333333333;7,7;"CERYLA"
2016;"Terrestre";1,884375;1,96875;2,15384615384615;2,35576923076923;2,48557692307692;"CERYLA"
2017;"Terrestre";1,22307692307692;2,10526315789474;2,6865671641791;3,33333333333333;4,75;"CERYLA"
2018;"Terrestre";1,5;1,54166666666667;2,4375;3,25;3,85;"CERYLA"
2019;"Terrestre";1,73809523809524;2,22527472527473;2,5;2,80434782608696;4,09285714285714;"CERYLA"
1991;"Terrestre";5;5;5;5;5;"CETCET"
1994;"Terrestre";1,37931034482759;1,37931034482759;1,37931034482759;1,37931034482759;1,37931034482759;"CETCET"
1995;"Terrestre";1,72413793103448;1,72413793103448;1,72413793103448;1,72413793103448;1,72413793103448;"CETCET"
1996;"Terrestre";2,1875;2,1875;2,1875;2,1875;2,1875;"CETCET"
1997;"Terrestre";3,10344827586207;3,10344827586207;3,10344827586207;3,10344827586207;3,10344827586207;"CETCET"
1998;"Terrestre";1,07142857142857;1,07142857142857;1,07142857142857;1,07142857142857;1,07142857142857;"CETCET"
1999;"Terrestre";1,11111111111111;1,11111111111111;1,11111111111111;1,11111111111111;1,11111111111111;"CETCET"
2000;"Terrestre";0,908681214421252;1,14563567362429;1,40891840607211;1,67220113851992;1,90915559772296;"CETCET"
2001;"Terrestre";0,81498673740053;1,22679045092838;4,37386569872958;7,73219814241486;8,71439628482972;"CETCET"
2002;"Terrestre";1,64955357142857;2,14285714285714;2,5;4,0625;11,375;"CETCET"
2003;"Terrestre";0,889285714285714;2,14285714285714;2,14285714285714;3,6;11,0178947368421;"CETCET"
2004;"Terrestre";0,649920255183413;1,71328671328671;2,30769230769231;2,62237762237762;6,55801435406698;"CETCET"
2005;"Terrestre";1,6375;2,44642857142857;3,97435897435897;6,04166666666667;25,9166666666667;"CETCET"
2006;"Terrestre";1,8032967032967;2,30769230769231;2,5;3,90688259109312;4,96052631578947;"CETCET"
2007;"Terrestre";1,4375;3,11942959001783;4,375;5,93333333333333;25,3125;"CETCET"
2008;"Terrestre";1,37777777777778;2,30769230769231;4,54545454545454;6;19,78;"CETCET"
2009;"Terrestre";1,5;1,81818181818182;2,72727272727273;4,23076923076923;5,8;"CETCET"
2010;"Terrestre";1,6;2,12121212121212;3;5,33333333333333;9,07894736842105;"CETCET"
2011;"Terrestre";1,15972222222222;1,80681818181818;2,86363636363636;3,75;6,04166666666667;"CETCET"
2012;"Terrestre";1,45;2,10714285714286;2,30769230769231;2,75735294117647;3,91764705882353;"CETCET"
2013;"Terrestre";1,06666666666667;1,875;2,5;3;6,08135593220339;"CETCET"
2014;"Terrestre";1,40795454545455;2;3;3,57723577235772;8,8625;"CETCET"
2015;"Terrestre";1,5375;2;3,16666666666667;5,25;8,33636363636363;"CETCET"
2016;"Terrestre";1,43707688588008;2,5;4,6;6,5;10;"CETCET"
2017;"Terrestre";1,175;2,61363636363636;3,33333333333333;3,875;6,23636363636364;"CETCET"
2018;"Terrestre";1,28333333333333;2,125;3;5;8,9375;"CETCET"
2019;"Terrestre";1,28935897435897;2,5;3;4,125;7,46818181818182;"CETCET"
1990;"Terrestre";0,7546875;0,796875;0,84375;0,890625;0,9328125;"DENMAJ"
1991;"Terrestre";2;2;2;2;2;"DENMAJ"
1993;"Terrestre";1;1;1;1;1;"DENMAJ"
1994;"Terrestre";0,909090909090909;0,909090909090909;0,909090909090909;0,909090909090909;0,909090909090909;"DENMAJ"
1995;"Terrestre";0,716071428571428;0,732142857142857;0,75;2,51785714285714;4,10892857142857;"DENMAJ"
1996;"Terrestre";0,759375;0,84375;0,9375;2,61160714285714;4,11830357142857;"DENMAJ"
1998;"Terrestre";0,75625;0,8125;0,875;0,9375;0,99375;"DENMAJ"
1999;"Terrestre";1,10491071428571;2,61160714285714;4,28571428571429;4,28571428571429;4,28571428571429;"DENMAJ"
2000;"Terrestre";0,883731617647059;0,896139705882353;0,909926470588235;0,923713235294118;0,936121323529412;"DENMAJ"
2001;"Terrestre";0,835526315789474;1,25;2,30769230769231;2,30769230769231;2,48076923076923;"DENMAJ"
2002;"Terrestre";1,0709939148073;1,39959432048682;1,76470588235294;1,95378151260504;2,12394957983193;"DENMAJ"
2003;"Terrestre";0,948863636363636;1,30681818181818;1,70454545454545;2,10227272727273;2,46022727272727;"DENMAJ"
2004;"Terrestre";1,40374331550802;1,76470588235294;1,875;2;27,2;"DENMAJ"
2005;"Terrestre";1,17857142857143;1,62280701754386;1,875;2,27884615384615;4,375;"DENMAJ"
2006;"Terrestre";0,850202429149798;1,57894736842105;1,875;2,14285714285714;27,2142857142857;"DENMAJ"
2007;"Terrestre";0,933333333333333;1,82142857142857;2,14285714285714;3,125;13,3125;"DENMAJ"
2008;"Terrestre";1,575;2,15384615384615;2,30769230769231;3,86363636363636;13,5;"DENMAJ"
2009;"Terrestre";1,065625;1,65625;1,9375;9;27,9;"DENMAJ"
2010;"Terrestre";1,05942275042445;1,72697368421053;2;3;3;"DENMAJ"
2011;"Terrestre";0,954471982758621;1,44283121597096;2,00892857142857;2,97077922077922;7,14204545454546;"DENMAJ"
2012;"Terrestre";1,0771861260381;1,4296875;1,7156862745098;2,375;4,33363636363636;"DENMAJ"
2013;"Terrestre";0,931985294117647;1,37867647058824;1,875;3,08035714285714;4,16517857142857;"DENMAJ"
2014;"Terrestre";1,21205357142857;2,07589285714286;2,95161290322581;3,5;6,2;"DENMAJ"
2015;"Terrestre";0,73828125;1,90625;2,2;2,93181818181818;3;"DENMAJ"
2016;"Terrestre";1,08333333333333;1,875;2,14285714285714;3;3,66666666666667;"DENMAJ"
2017;"Terrestre";0,865625;1,5;2,40384615384615;2,79545454545455;5,26666666666667;"DENMAJ"
2018;"Terrestre";0,967633928571429;1,17857142857143;1,99013157894737;3;3,25833333333333;"DENMAJ"
2019;"Terrestre";1,61607142857143;1,77083333333333;2,14285714285714;2,5;2,925;"DENMAJ"
2001;"Terrestre";2;2;2;2;2;"EMBCIR"
2002;"Terrestre";1,27644230769231;1,51442307692308;1,77884615384615;2,04326923076923;2,28125;"EMBCIR"
2003;"Terrestre";6,42857142857143;6,42857142857143;6,42857142857143;6,42857142857143;6,42857142857143;"EMBCIR"
2004;"Terrestre";1,81900452488688;2,30769230769231;2,5;2,5;2,95;"EMBCIR"
2005;"Terrestre";1,93892045454545;2,51420454545455;3,67132867132867;4,71153846153846;4,97115384615385;"EMBCIR"
2006;"Terrestre";1,23375;1,5375;1,875;4,4375;6,74375;"EMBCIR"
2007;"Terrestre";2,5;2,75;3,33333333333333;4,16666666666667;26,25;"EMBCIR"
2008;"Terrestre";2,52272727272727;2,72727272727273;2,72727272727273;2,72727272727273;3,64772727272727;"EMBCIR"
2009;"Terrestre";0,934659090909091;1,16477272727273;1,77884615384615;2,56410256410256;3,25641025641026;"EMBCIR"
2010;"Terrestre";2,15521978021978;2,26648351648352;2,30769230769231;2,48076923076923;2,94807692307692;"EMBCIR"
2011;"Terrestre";1,25431034482759;2,75;3,52941176470588;7,04545454545454;10,4979647218453;"EMBCIR"
2012;"Terrestre";2,03846153846154;2,48076923076923;3,54545454545455;4,23701298701299;4,36383928571429;"EMBCIR"
2013;"Terrestre";2,722647095103;2,98140495867769;3,10714285714286;4,01785714285714;6,50162337662338;"EMBCIR"
2014;"Terrestre";1,78235294117647;1,94117647058824;2,20967741935484;3,06451612903226;4,80645161290323;"EMBCIR"
2015;"Terrestre";1,20535714285714;2,18406593406593;2,30769230769231;2,62237762237762;6,90340909090909;"EMBCIR"
2016;"Terrestre";1,28571428571429;2,65625;3;4,0531914893617;5,40232108317215;"EMBCIR"
2017;"Terrestre";1,17857142857143;2,14285714285714;2,61363636363636;3,22966507177034;4,58612440191387;"EMBCIR"
2018;"Terrestre";1,14285714285714;1,78571428571429;2,5;4,6875;6,65625;"EMBCIR"
2019;"Terrestre";1,20535714285714;2,41071428571429;3,57142857142857;4,38616071428571;4,65736607142857;"EMBCIR"
1989;"Terrestre";0,652173913043478;0,652173913043478;0,652173913043478;0,652173913043478;0,652173913043478;"EMBCIT"
1990;"Terrestre";0,944972826086957;1,01222826086957;1,08695652173913;1,26928471248247;1,43338008415147;"EMBCIT"
1991;"Terrestre";0,944773706896552;1,01023706896552;1,35057471264368;1,67613636363636;1,70170454545455;"EMBCIT"
1992;"Terrestre";0,730576109936575;1,02669133192389;1,19318181818182;1,33928571428571;1,58035714285714;"EMBCIT"
1993;"Terrestre";0,611428571428572;0,714285714285714;1,03448275862069;1,03448275862069;1,06773399014778;"EMBCIT"
1994;"Terrestre";0,261363636363636;0,568181818181818;0,909090909090909;4,20454545454546;7,17045454545455;"EMBCIT"
1995;"Terrestre";1,08771050521251;1,56676022453889;2,74709302325581;4,95535714285714;8,20982142857143;"EMBCIT"
1996;"Terrestre";1,2;1,2;1,2;1,2;1,2;"EMBCIT"
1997;"Terrestre";2,66847826086956;3,20652173913043;3,80434782608696;4,40217391304348;4,94021739130435;"EMBCIT"
1998;"Terrestre";1,12954545454545;2,29545454545455;5,64935064935065;13,9285714285714;28,3928571428571;"EMBCIT"
1999;"Terrestre";1,03663277511962;1,16178229665072;1,30083732057416;1,43989234449761;1,56504186602871;"EMBCIT"
2000;"Terrestre";0,996774193548387;1,2125;1,27717391304348;1,34881422924901;4,73567193675889;"EMBCIT"
2001;"Terrestre";0,702341137123746;1,15384615384615;1,15384615384615;2,04545454545455;2,65909090909091;"EMBCIT"
2002;"Terrestre";1,00132978723404;1,27717391304348;1,76470588235294;2,94258373205742;3,66118421052632;"EMBCIT"
2003;"Terrestre";1,1256038647343;1,256038647343;1,56126482213439;2,1969696969697;3,21969696969697;"EMBCIT"
2004;"Terrestre";0,562647754137116;1,57894736842105;2,14285714285714;2,72727272727273;7,2;"EMBCIT"
2005;"Terrestre";1,08997252747253;1,26012145748988;1,9375;3,49431818181818;6;"EMBCIT"
2006;"Terrestre";1,3625;2,53676470588235;2,99019607843137;3,64583333333333;4,84375;"EMBCIT"
2007;"Terrestre";2;2,27142857142857;2,5;4,18269230769231;24,75;"EMBCIT"
2008;"Terrestre";0,9515625;1,80921052631579;3,33333333333333;5,24475524475525;6;"EMBCIT"
2009;"Terrestre";1,125;2,32142857142857;2,66666666666667;3,75;7,82142857142857;"EMBCIT"
2010;"Terrestre";2,69464285714286;2,83928571428571;3;3,05172413793103;3,09827586206897;"EMBCIT"
2011;"Terrestre";0,9375;1,37798036465638;2,06896551724138;2,60202484083081;7;"EMBCIT"
2012;"Terrestre";1,09107142857143;1,63690476190476;1,875;2;3,4875;"EMBCIT"
2013;"Terrestre";1,55294117647059;2,14285714285714;3;3,33333333333333;11,4166666666667;"EMBCIT"
2014;"Terrestre";1,25067655336653;1,48790322580645;1,90384615384615;3,13235294117647;3,63593974175036;"EMBCIT"
2015;"Terrestre";1,63392857142857;1,875;2,7906976744186;3;4,35;"EMBCIT"
2016;"Terrestre";1,14583333333333;2;3;3,25;4,61666666666667;"EMBCIT"
2017;"Terrestre";2,05;2,5;3;3,33333333333333;6,33333333333333;"EMBCIT"
2018;"Terrestre";1,73076923076923;2,30769230769231;2,5;2,5;5,3125;"EMBCIT"
2019;"Terrestre";1,16964285714286;2,05357142857143;3,03571428571429;4,01785714285714;4,90178571428571;"EMBCIT"
1990;"Terrestre";0,609193548387097;0,691935483870968;0,783870967741936;0,875806451612903;0,958548387096774;"EMBSCH"
1991;"Terrestre";0,75;0,75;0,75;0,75;0,75;"EMBSCH"
1994;"Terrestre";0,8;1,07692307692308;1,38461538461538;1,69230769230769;1,96923076923077;"EMBSCH"
1995;"Terrestre";3,75;3,75;3,75;3,75;3,75;"EMBSCH"
1997;"Terrestre";1,15865384615385;1,20192307692308;1,25;3,125;4,8125;"EMBSCH"
1998;"Terrestre";1,08214285714286;1,82142857142857;2,64285714285714;3,46428571428571;4,20357142857143;"EMBSCH"
1999;"Terrestre";4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;"EMBSCH"
2000;"Terrestre";4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;"EMBSCH"
2001;"Terrestre";1,78846153846154;2,30769230769231;2,88461538461538;3,31730769230769;3,70673076923077;"EMBSCH"
2002;"Terrestre";0,954861111111111;1,11111111111111;1,5;2,5;3,04310344827586;"EMBSCH"
2003;"Terrestre";1,09770114942529;1,66666666666667;3,21428571428571;4,28571428571429;4,58241758241758;"EMBSCH"
2004;"Terrestre";1,625;2,03947368421053;2,5;6,25;9,625;"EMBSCH"
2005;"Terrestre";2,16758241758242;2,40384615384615;3,33333333333333;3,60576923076923;5,6625;"EMBSCH"
2006;"Terrestre";1,39839901477832;1,57019704433498;1,76108374384236;1,95197044334975;2,1237684729064;"EMBSCH"
2007;"Terrestre";1,50384615384615;1,53846153846154;2,5;3;8,4;"EMBSCH"
2008;"Terrestre";0,929292929292929;1,11111111111111;2;2;2,27692307692308;"EMBSCH"
2009;"Terrestre";1,08103448275862;1,5;2,72727272727273;3,75;5,775;"EMBSCH"
2010;"Terrestre";1,04214559386973;1,11111111111111;2,30769230769231;3;3;"EMBSCH"
2011;"Terrestre";1,71994134897361;4,13489736070381;6,81818181818182;6,87062937062937;6,91783216783217;"EMBSCH"
2012;"Terrestre";1,2903559602649;1,65355960264901;2,39403973509934;3,44318181818182;4,63977272727273;"EMBSCH"
2013;"Terrestre";1;1;1;1;1;"EMBSCH"
2014;"Terrestre";0,729166666666667;1,29166666666667;1,5;1,81944444444444;2,68194444444444;"EMBSCH"
2015;"Terrestre";1,1125;2,125;3,5;4,83333333333333;5,73333333333333;"EMBSCH"
2016;"Terrestre";1,09752155172414;1,66487068965517;2,1875;2,625;2,9625;"EMBSCH"
2017;"Terrestre";3;3;3;3;3;"EMBSCH"
2018;"Terrestre";3;3;3;3;3;"EMBSCH"
1989;"Terrestre";1,08978260869565;1,11521739130435;1,14347826086957;1,17173913043478;1,19717391304348;"ERIRUB"
1990;"Terrestre";0,514726507713885;0,983870967741935;1,66666666666667;2,83482142857143;3,14857142857143;"ERIRUB"
1991;"Terrestre";1,1786099137931;2,2358630952381;3,06547619047619;4,46691176470588;5,25490196078431;"ERIRUB"
1992;"Terrestre";0,793706293706294;1,06060606060606;1,73076923076923;2,23941029900332;2,77875;"ERIRUB"
1993;"Terrestre";0,801282051282051;1,04166666666667;2,26666666666667;3,76202886928629;13,1075581395349;"ERIRUB"
1994;"Terrestre";1,44500674763833;2,54784688995215;3,18181818181818;4,82921511627907;7,265625;"ERIRUB"
1995;"Terrestre";1,2718023255814;2,17494714587738;3,10344827586207;5;10,4642857142857;"ERIRUB"
1996;"Terrestre";0,971774193548387;1,375;2,85;3,76052631578947;4,66008771929825;"ERIRUB"
1997;"Terrestre";0,847413793103448;1,72413793103448;1,73913043478261;4;9,4;"ERIRUB"
1998;"Terrestre";1,04375;1,8125;2,51748251748252;6,375;27,375;"ERIRUB"
1999;"Terrestre";1,23909090909091;1,59090909090909;2,63157894736842;3,75;11,9464285714286;"ERIRUB"
2000;"Terrestre";0,375604838709677;1,26466275659824;1,86820652173913;2,82670454545455;3,94393382352941;"ERIRUB"
2001;"Terrestre";1,16769230769231;1,52173913043478;2,30769230769231;3;6;"ERIRUB"
2002;"Terrestre";1,16614420062696;1,76470588235294;3,21428571428571;3,75;4,71428571428572;"ERIRUB"
2003;"Terrestre";0,939583333333333;2,18406593406593;2,75;4,0625;30;"ERIRUB"
2004;"Terrestre";1,10714285714286;1,53846153846154;2,64705882352941;5,45454545454546;31,5;"ERIRUB"
2005;"Terrestre";1,53914835164835;2,40384615384615;3;5;38,75;"ERIRUB"
2006;"Terrestre";1,23;1,875;2,5;3,33333333333333;49,9999999999999;"ERIRUB"
2007;"Terrestre";1,0125;2,22527472527473;3;4,75;30;"ERIRUB"
2008;"Terrestre";1,22;2,5;3,33333333333333;5,55555555555556;24;"ERIRUB"
2009;"Terrestre";1,24571428571429;2,72727272727273;3,75;5,625;8,47252747252747;"ERIRUB"
2010;"Terrestre";1,00403225806452;2,14285714285714;3,125;4,83333333333333;8,475;"ERIRUB"
2011;"Terrestre";1,17150706436421;2,5;3,125;5;8,44349680170576;"ERIRUB"
2012;"Terrestre";1,07142857142857;2,5;3,33333333333333;4,61538461538461;7;"ERIRUB"
2013;"Terrestre";1,0782598274209;2,22527472527473;3,40425531914894;5,53145695364238;11,9;"ERIRUB"
2014;"Terrestre";1,26160714285714;2,14285714285714;3;4,21428571428571;8,22321428571428;"ERIRUB"
2015;"Terrestre";1,39375;2,5;3,33333333333333;5;16,3191964285714;"ERIRUB"
2016;"Terrestre";1,54553571428571;2,5;3,95833333333333;5,37774725274725;7,25238095238095;"ERIRUB"
2017;"Terrestre";1,25;2,5;3;4,28571428571429;6,9775;"ERIRUB"
2018;"Terrestre";1,5;2,68716577540107;3,75;5;8,125;"ERIRUB"
2019;"Terrestre";1,503125;2,5;3;4,39285714285714;8,23809523809523;"ERIRUB"
1990;"Terrestre";0,771774193548387;0,967741935483871;1,07142857142857;1,875;2,8875;"FRICOE"
1991;"Terrestre";0,848419540229885;0,984195402298851;1,19905956112853;1,49147727272727;1,83664772727273;"FRICOE"
