"YEAR";"HABITAT";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"ESPECE"
1994;"Terrestre";12,5;12,5;12,5;12,5;12,5;"ACRRIS"
1995;"Terrestre";8,57142857142857;8,57142857142857;8,57142857142857;8,57142857142857;8,57142857142857;"ACRRIS"
1996;"Terrestre";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"ACRRIS"
1997;"Terrestre";1,73076923076923;1,73076923076923;1,73076923076923;1,73076923076923;1,73076923076923;"ACRRIS"
1998;"Terrestre";1,775;4,25;7;9,75;12,225;"ACRRIS"
1999;"Terrestre";10;10;10;10;10;"ACRRIS"
2000;"Terrestre";2,30965909090909;2,64204545454545;3,01136363636364;3,38068181818182;3,71306818181818;"ACRRIS"
2001;"Terrestre";3,47115384615385;3,55769230769231;3,65384615384615;3,75;3,83653846153846;"ACRRIS"
2002;"Terrestre";1,40454545454545;1,77272727272727;2,18181818181818;2,59090909090909;2,95909090909091;"ACRRIS"
2004;"Terrestre";1,26;1,8;3,5;9;19,8;"ACRRIS"
2005;"Terrestre";1,03125;1,51442307692308;4,90384615384615;8,625;22,125;"ACRRIS"
2006;"Terrestre";1,81034482758621;4,13793103448276;6,59090909090909;11,1363636363636;19,1136363636364;"ACRRIS"
2007;"Terrestre";1,2625;3,625;7,5;10;56,2;"ACRRIS"
2008;"Terrestre";1,0375;1,98863636363636;7,69230769230769;12,5;15;"ACRRIS"
2009;"Terrestre";0,673333333333334;1,33333333333333;2,72727272727273;3;7,91538461538462;"ACRRIS"
2010;"Terrestre";5,125;6,16666666666667;10,2564102564103;14,7115384615385;19,375;"ACRRIS"
2011;"Terrestre";2,81493506493507;3,97767857142857;5,8125;8,0625;18,59375;"ACRRIS"
2012;"Terrestre";2,52272727272727;2,72727272727273;3;3,40909090909091;7,09090909090909;"ACRRIS"
2013;"Terrestre";2,04615384615385;2,40384615384615;2,72727272727273;6,375;9,85;"ACRRIS"
2014;"Terrestre";1,02864583333333;1,71875;2,1875;2,875;3;"ACRRIS"
2015;"Terrestre";1,55;2,5;3;4;10,7916666666667;"ACRRIS"
2016;"Terrestre";1,9875;3;4,16666666666667;6;6,6;"ACRRIS"
2017;"Terrestre";2,5;2,5;3,375;4,24107142857143;7,1875;"ACRRIS"
2018;"Terrestre";3;3;3;3;3;"ACRRIS"
2019;"Terrestre";3;3;3;3,58333333333333;4,10833333333333;"ACRRIS"
1990;"Terrestre";0,6;0,6;0,6;0,6;0,6;"ACRSCH"
1996;"Terrestre";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"ACRSCH"
1997;"Terrestre";1,73076923076923;1,73076923076923;1,73076923076923;1,73076923076923;1,73076923076923;"ACRSCH"
1998;"Terrestre";3;3;3;3;3;"ACRSCH"
1999;"Terrestre";3,88888888888889;3,88888888888889;3,88888888888889;3,88888888888889;3,88888888888889;"ACRSCH"
2000;"Terrestre";1,03299120234604;1,62023460410557;2,27272727272727;2,5;2,70454545454546;"ACRSCH"
2001;"Terrestre";4,06730769230769;4,32692307692308;4,61538461538461;4,90384615384615;5,16346153846154;"ACRSCH"
2002;"Terrestre";1,95625;2,6875;3,5;3,64655172413793;3,77844827586207;"ACRSCH"
2003;"Terrestre";5,17241379310345;5,17241379310345;5,17241379310345;5,17241379310345;5,17241379310345;"ACRSCH"
2004;"Terrestre";5;5;5;5;5;"ACRSCH"
2005;"Terrestre";2,52083333333333;2,70833333333333;2,91666666666667;3,125;3,3125;"ACRSCH"
2006;"Terrestre";1,15147783251231;2,20443349753695;3,3743842364532;4,54433497536946;5,59729064039409;"ACRSCH"
2007;"Terrestre";1,33333333333333;1,33333333333333;1,33333333333333;1,33333333333333;1,33333333333333;"ACRSCH"
2008;"Terrestre";2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;"ACRSCH"
2009;"Terrestre";1,0375;1,375;1,90384615384615;4,45804195804196;10,263986013986;"ACRSCH"
2010;"Terrestre";1,12997347480106;1,9893899204244;2,65384615384615;3;3;"ACRSCH"
2011;"Terrestre";6,59375;9,6875;13,125;16,5625;19,65625;"ACRSCH"
2012;"Terrestre";1,07916666666667;1,79166666666667;2,58333333333333;3,375;4,0875;"ACRSCH"
2013;"Terrestre";5,05681818181818;5,56818181818182;6,13636363636364;6,70454545454546;7,21590909090909;"ACRSCH"
2014;"Terrestre";2,445;2,85;6,91666666666667;10,8522727272727;10,9034090909091;"ACRSCH"
2015;"Terrestre";3,225;5,25;7,5;8,25;8,925;"ACRSCH"
2016;"Terrestre";3,30833333333333;6,08333333333333;9,16666666666667;9,83333333333333;10,4333333333333;"ACRSCH"
2017;"Terrestre";3,15;4,5;6;13,3333333333333;15,6770833333333;"ACRSCH"
2018;"Terrestre";2,5375;2,875;3;4,125;7,1625;"ACRSCH"
2019;"Terrestre";1,76666666666667;2,66666666666667;3;3,8125;6,00625;"ACRSCH"
1990;"Terrestre";3,2275;3,475;3,75;7,19758064516129;10,3004032258065;"ACRSCI"
1991;"Terrestre";2,65551470588235;2,93014705882353;3,23529411764706;4,54868154158215;5,73073022312373;"ACRSCI"
1992;"Terrestre";1,61057692307692;2,25961538461538;2,67857142857143;4,79910714285714;10,0424107142857;"ACRSCI"
1993;"Terrestre";0,789124668435013;0,96816976127321;1,14224137931034;3,0926724137931;8,06788793103448;"ACRSCI"
1994;"Terrestre";0,808355437665783;1,1604774535809;1,55172413793103;5,44252873563218;8,94425287356322;"ACRSCI"
1995;"Terrestre";1,38836206896552;1,4698275862069;8,25;15,9375;18,46875;"ACRSCI"
1996;"Terrestre";1,01015625;3,3515625;7,109375;10,4807692307692;11,7788461538462;"ACRSCI"
1997;"Terrestre";2,80172413793103;3,18965517241379;5,32051282051282;9,23076923076923;14,4230769230769;"ACRSCI"
1998;"Terrestre";0,774107142857143;0,991071428571429;2,67857142857143;4,38095238095238;4,63809523809524;"ACRSCI"
1999;"Terrestre";1,83333333333333;5;8,51851851851852;9,25925925925926;9,92592592592593;"ACRSCI"
2000;"Terrestre";1,37433155080214;1,47058823529412;5,2;6,81818181818182;16,1103896103896;"ACRSCI"
2001;"Terrestre";1,04940318302387;1,26012145748988;2,52024291497976;5,36538461538461;14,96875;"ACRSCI"
2002;"Terrestre";1,46001838235294;1,76470588235294;2,96296296296296;4,64285714285714;13,6465517241379;"ACRSCI"
2003;"Terrestre";1,13111111111111;2,01388888888889;3,60714285714286;9,10477453580902;62,3035714285715;"ACRSCI"
2004;"Terrestre";1,38672768878719;2,14285714285714;2,30769230769231;6;67,1999999999999;"ACRSCI"
2005;"Terrestre";1,58602941176471;3,02631578947368;7,59615384615385;13,4401709401709;26,34375;"ACRSCI"
2006;"Terrestre";1,36764705882353;3,75;5;10,8620689655172;25,625;"ACRSCI"
2007;"Terrestre";1,27638888888889;3;4,79166666666667;12,35;28,3;"ACRSCI"
2008;"Terrestre";2,23181818181818;3,72685185185185;4,61538461538461;11,3333333333333;24,8666666666667;"ACRSCI"
2009;"Terrestre";1,22712201591512;2,6790450928382;5,6;8,05944055944056;19,59375;"ACRSCI"
2010;"Terrestre";1,2;1,98317307692308;3,54166666666667;6,59722222222222;15,6215517241379;"ACRSCI"
2011;"Terrestre";1,015625;2,625;4;7,875;12,317880794702;"ACRSCI"
2012;"Terrestre";2,66711229946524;3,07894736842105;3,21428571428571;6,33333333333333;16,6686056917845;"ACRSCI"
2013;"Terrestre";1,37321428571429;2,75974025974026;3,54166666666667;5;10,575;"ACRSCI"
2014;"Terrestre";1,5;1,96875;3;7,33333333333333;12,3666666666667;"ACRSCI"
2015;"Terrestre";1,22822299651568;2,5;3,33333333333333;6,42857142857143;15,4;"ACRSCI"
2016;"Terrestre";1,53;3,16666666666667;6;8,25;13,95;"ACRSCI"
2017;"Terrestre";2,125;3,03030303030303;4,5;6,59090909090909;13,5;"ACRSCI"
2018;"Terrestre";2,03125;2,75;4;6,75;11;"ACRSCI"
2019;"Terrestre";1,83333333333333;3,70833333333333;7,41666666666667;10,125;16,1875;"ACRSCI"
1989;"Terrestre";0,652173913043478;0,652173913043478;0,652173913043478;0,652173913043478;0,652173913043478;"AEGCAU"
1990;"Terrestre";1,08035714285714;1,16071428571429;1,25;1,675;2,0575;"AEGCAU"
1991;"Terrestre";0,48538961038961;0,762987012987013;1,07142857142857;1,71218487394958;2,28886554621849;"AEGCAU"
1992;"Terrestre";0,701252236135957;0,73345259391771;0,769230769230769;0,865384615384615;0,951923076923077;"AEGCAU"
1993;"Terrestre";0,725705980066445;0,977990033222591;1,16071428571429;1,4625;2,03625;"AEGCAU"
1994;"Terrestre";0,84375;1,51442307692308;2,25961538461538;3,00480769230769;3,67548076923077;"AEGCAU"
1995;"Terrestre";0,681818181818182;0,681818181818182;0,681818181818182;0,681818181818182;0,681818181818182;"AEGCAU"
1996;"Terrestre";0,976958525345622;1,19815668202765;1,44393241167435;1,68970814132104;1,91090629800307;"AEGCAU"
1997;"Terrestre";1,171875;1,33413461538462;1,51442307692308;1,69471153846154;1,85697115384615;"AEGCAU"
1998;"Terrestre";1,09285714285714;1,28571428571429;1,5;2,89285714285714;4,14642857142857;"AEGCAU"
1999;"Terrestre";1,20409090909091;1,24090909090909;1,28181818181818;1,32272727272727;1,35954545454545;"AEGCAU"
2000;"Terrestre";0,669437340153453;0,824808184143222;1,74552429667519;2,85652173913043;3,52565217391304;"AEGCAU"
2001;"Terrestre";0,91600790513834;0,978260869565217;1,2;2,72727272727273;3,27272727272727;"AEGCAU"
2002;"Terrestre";0,662677304964539;1,06617647058824;1,76470588235294;2,80959752321981;4,76973684210526;"AEGCAU"
2003;"Terrestre";0,686594202898551;0,996376811594203;2,05555555555556;3,32142857142857;4,18928571428571;"AEGCAU"
2004;"Terrestre";1,18840579710145;1,76470588235294;2,14285714285714;3,33333333333333;38,4000000000001;"AEGCAU"
2005;"Terrestre";1,11428571428571;2,30769230769231;4,61538461538461;6,42857142857143;12;"AEGCAU"
2006;"Terrestre";1,395;2,41258741258741;3,16666666666667;4,82142857142857;30;"AEGCAU"
2007;"Terrestre";1,01515151515152;1,90625;2,7;4,21428571428571;6;"AEGCAU"
2008;"Terrestre";1,30227272727273;2,5;3,3974358974359;4,77647058823529;10,5906593406593;"AEGCAU"
2009;"Terrestre";1,875;2,30769230769231;4,28571428571429;5;21,2;"AEGCAU"
2010;"Terrestre";1,41271551724138;2,43421052631579;3,6;6,96428571428571;11,5090909090909;"AEGCAU"
2011;"Terrestre";1,68256578947368;2,10591133004926;3;3,75;7,34285714285714;"AEGCAU"
2012;"Terrestre";1,27309782608696;2,06040669856459;3,14260563380282;6,36363636363636;13,5142857142857;"AEGCAU"
2013;"Terrestre";1,32941176470588;2,5;3;5,45454545454546;15,3;"AEGCAU"
2014;"Terrestre";1,875;2,26648351648352;2,86363636363636;5,5;11,6867647058823;"AEGCAU"
2015;"Terrestre";1,75520833333333;3;3,75;5,26785714285714;34,8839285714285;"AEGCAU"
2016;"Terrestre";1,35057471264368;2,5;3;4,44444444444444;9,50797872340426;"AEGCAU"
2017;"Terrestre";1,375;2,30769230769231;3;5,89285714285714;11,3181818181818;"AEGCAU"
2018;"Terrestre";1,3125;1,875;2,32142857142857;5,25;15,75;"AEGCAU"
2019;"Terrestre";1,23214285714286;2,375;3;4,46428571428571;10,5833333333333;"AEGCAU"
1990;"Terrestre";0,75;0,75;0,75;0,75;0,75;"ALCATT"
1992;"Terrestre";0,769230769230769;0,769230769230769;0,769230769230769;0,769230769230769;0,769230769230769;"ALCATT"
1993;"Terrestre";0,769230769230769;0,769230769230769;0,769230769230769;0,769230769230769;0,769230769230769;"ALCATT"
1994;"Terrestre";1,53846153846154;1,53846153846154;1,53846153846154;1,53846153846154;1,53846153846154;"ALCATT"
1995;"Terrestre";1,125;1,125;1,125;1,125;1,125;"ALCATT"
1996;"Terrestre";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"ALCATT"
2001;"Terrestre";0,789473684210526;0,789473684210526;0,789473684210526;0,789473684210526;0,789473684210526;"ALCATT"
2002;"Terrestre";1,03448275862069;1,03448275862069;1,03448275862069;1,03448275862069;1,03448275862069;"ALCATT"
2003;"Terrestre";1,03448275862069;1,03448275862069;1,03448275862069;1,03448275862069;1,03448275862069;"ALCATT"
2004;"Terrestre";0,792307692307692;1;1,25;1,25;2,825;"ALCATT"
2005;"Terrestre";2;2;2;2;2;"ALCATT"
2006;"Terrestre";2,07493368700265;2,12864721485411;2,18832891246684;2,24801061007958;2,30172413793103;"ALCATT"
2007;"Terrestre";1,0125;1,125;1,25;2,29166666666667;3,22916666666667;"ALCATT"
2008;"Terrestre";0,783333333333334;1,83333333333333;3;4;4,9;"ALCATT"
2010;"Terrestre";1,10237068965517;1,71336206896552;2,39224137931034;3,07112068965517;3,68211206896552;"ALCATT"
2011;"Terrestre";1,3075;1,825;2,4;4,2;5,82;"ALCATT"
2012;"Terrestre";1,60546342571558;2,99011812812358;4,52862335302135;6,06712857791913;7,45178328032712;"ALCATT"
2014;"Terrestre";0,795;1,2;1,5;2;4,7;"ALCATT"
2015;"Terrestre";1,025;1,25;1,5;3,75;5,775;"ALCATT"
2016;"Terrestre";0,913235294117647;1,19117647058824;1,5;2,625;3,6375;"ALCATT"
2018;"Terrestre";1,5375;1,875;2,25;2,625;2,9625;"ALCATT"
2019;"Terrestre";2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;"ALCATT"
1989;"Terrestre";2,60869565217391;2,60869565217391;2,60869565217391;2,60869565217391;2,60869565217391;"ANTTRI"
1990;"Terrestre";0,940848214285714;0,970982142857143;1,00446428571429;1,03794642857143;1,06808035714286;"ANTTRI"
1991;"Terrestre";0,909090909090909;0,909090909090909;0,909090909090909;0,909090909090909;0,909090909090909;"ANTTRI"
1992;"Terrestre";0,697674418604651;0,697674418604651;0,697674418604651;0,697674418604651;0,697674418604651;"ANTTRI"
1993;"Terrestre";1;1;1;1;1;"ANTTRI"
1994;"Terrestre";0,681818181818182;0,681818181818182;0,681818181818182;0,681818181818182;0,681818181818182;"ANTTRI"
1995;"Terrestre";0,681818181818182;0,681818181818182;0,681818181818182;0,681818181818182;0,681818181818182;"ANTTRI"
1997;"Terrestre";1,11111111111111;1,11111111111111;1,11111111111111;1,11111111111111;1,11111111111111;"ANTTRI"
2000;"Terrestre";0,652173913043478;0,652173913043478;0,652173913043478;0,652173913043478;0,652173913043478;"ANTTRI"
2001;"Terrestre";0,978260869565217;0,978260869565217;0,978260869565217;0,978260869565217;0,978260869565217;"ANTTRI"
