"SP";"YEAR";"AGE_first";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"HABITAT"
"PASDOM";2004;"AD";"Court";22,184996371553;25,3353597601598;26,5337837837838;27,6805128205129;30,83;"Terrestre"
"PHYCOL";2004;"AD";"Court";6,55555555555555;7,24317279046673;7,55199999999996;8;9,65454545454546;"Terrestre"
"PRUMOD";2004;"AD";"Court";16,7679311774461;18,25;19;20;22,4042612064195;"Terrestre"
"PYRULA";2004;"AD";"Court";19,2097179878049;19,9268514094601;20,8062687125749;22,0443037974683;24,9841733344055;"Terrestre"
"SYLATR";2004;"AD";"Court";14,6999999999999;16,1699999999999;17,080985915493;18,1232876712329;21,4773125;"Terrestre"
"TROTRO";2004;"AD";"Court";8,32506648936171;9,38297872340425;9,89898989898993;10,4627659574468;12,25;"Terrestre"
"TURMER";2004;"AD";"Court";77,790034521211;84,0142651888339;87,3788244181653;91,375;101,514967831765;"Terrestre"
"TURPHI";2004;"AD";"Court";60,1093487394959;64;66,8497854077253;70,8502015226153;79,9006452080614;"Terrestre"
"AEGCAU";2005;"AD";"Court";7,06079201101928;7,72301587301588;7,87096774193549;8,32742424242424;9,49025423728813;"Terrestre"
"CETCET";2005;"AD";"Court";12,4665751965924;13,3601674641148;14,0384615384616;14,7909893319787;15,9791666666667;"Terrestre"
"ERIRUB";2005;"AD";"Court";15,0294117647059;16,1677852348993;16,8731627862413;17,8775510204082;22,9489017693716;"Terrestre"
"FRICOE";2005;"AD";"Court";18,6647199142321;20,4120481927711;21,2584269662922;22,2962962962963;24,6217209690894;"Terrestre"
"PAPALU";2005;"AD";"Court";10,167810483871;10,8402279713115;11,0125;11,1268442622951;12,8648863636363;"Terrestre"
"PARCAE";2005;"AD";"Court";9,74999999999997;10,3174603174603;10,6716417910448;11,412213740458;12,6119402985075;"Terrestre"
"PARMAJ";2005;"AD";"Court";15,6235259433962;16,6666666666667;17,5162337662337;18,75;21,00625;"Terrestre"
"PASDOM";2005;"AD";"Court";23,7525;25,4182795698924;26,6635243841127;27,7002564102564;29,5614689994355;"Terrestre"
"PHYCOL";2005;"AD";"Court";6,55555555555555;7,19756097560976;7,43697478991594;7,97950819672128;10,1465517241379;"Terrestre"
"PRUMOD";2005;"AD";"Court";16,5206677265501;18,1294964028777;19,0441176470588;19,9305555555555;22,3537875581887;"Terrestre"
"PYRULA";2005;"AD";"Court";18,6649300699301;20,2342289719626;21,2501524390243;22,2318579194827;24,3540697674418;"Terrestre"
"SYLATR";2005;"AD";"Court";15,1027397260274;16,241958041958;17,1164383561644;18,3114186851211;21,5599999999999;"Terrestre"
"TROTRO";2005;"AD";"Court";8,31609929078014;9,16225961538461;9,60784313725492;10;12,1776004728132;"Terrestre"
"TURMER";2005;"AD";"Court";77,039534883721;83,7022900763356;88,0357142857143;93,7232142857143;103,532003874267;"Terrestre"
"TURPHI";2005;"AD";"Court";60,5141360089186;64,8136565116442;67,5726495726495;73,8761052246984;84,8443965517241;"Terrestre"
"AEGCAU";2006;"AD";"Court";6,83199999999997;7,54799999999998;8;8,30747008547006;9,35722530683811;"Terrestre"
"CETCET";2006;"AD";"Court";12,1370412844037;13,6724137931035;14,296875;15;16,3445993031359;"Terrestre"
"ERIRUB";2006;"AD";"Court";13,6542882882883;15,7837837837837;16,4507042253521;17,7358134920635;21,9929347826087;"Terrestre"
"FRICOE";2006;"AD";"Court";19,5769444444444;21,0195075757575;21,7622341216719;22,7356321839081;24,5911172161172;"Terrestre"
"PAPALU";2006;"AD";"Court";9,40431904161413;10,3394298996819;10,393846602508;10,6693548387097;10,8566110397946;"Terrestre"
"PARCAE";2006;"AD";"Court";10,0064338235294;10,4959677419355;10,8333333333333;11,2297661870504;12,909;"Terrestre"
"PARMAJ";2006;"AD";"Court";16,0726114649681;17;17,7631578947369;18,7500000000001;20,2702702702703;"Terrestre"
"PASDOM";2006;"AD";"Court";24,3699934210526;26,644705603039;27,72;29,2220394736842;32,0933300876339;"Terrestre"
"PHYCOL";2006;"AD";"Court";6,32142857142857;7,24561403508772;7,64814814814814;8,23615904515384;9,83333333333334;"Terrestre"
"PRUMOD";2006;"AD";"Court";17;18,2394366197184;19;19,8840579710145;22,0887666928515;"Terrestre"
"PYRULA";2006;"AD";"Court";19,0708860759494;20,37125748503;21,4698795180723;22,9421965317919;27,54;"Terrestre"
"SYLATR";2006;"AD";"Court";14,8964484262743;16,3885135135134;17,2651006711409;18,1363636363636;20,7311548344119;"Terrestre"
"TROTRO";2006;"AD";"Court";7,53408611228365;9,38297872340425;9,79999999999996;10,2083333333333;11,1263593380615;"Terrestre"
"TURMER";2006;"AD";"Court";74,0723769205503;83,0232558139537;87,0238095238095;91,2840466926072;99,4336860236221;"Terrestre"
"TURPHI";2006;"AD";"Court";54,6964705882352;64,0862068965517;66,695652173913;70,4033613445376;79,2323956442831;"Terrestre"
"AEGCAU";2007;"AD";"Court";6,62008217770931;7,62500000000002;8;8,41379310344828;9,57301587301588;"Terrestre"
