LONG;LAT;ID_PROG
6.14669444;44.60902778;704
6.26664167;44.54604167;705
6.13416389;44.03463889;706
-1.05888889;46.05305556;716
6.112369;48.505215;802
6.065083;48.411507;803
6.819087;48.429697;804
6.595282;48.520393;805
5.777559;48.597797;806
5.963412;48.614318;807
5.853825;49.478855;808
5.898989;49.485097;809
6.135668;48.719727;810
5.784408;49.120037;811
5.866121;49.149332;812
2.63342;46.02799;813
7.67138889;48.87416667;820
2.58805556;50.48583333;822
1.429306;46.21405;825
-0.53755556;49.34436111;842
1.07766667;44.92683333;843
-0.36422222;44.67794444;844
5.41125;45.42986111;845
-3.146614;48.736231;848
2.518717;48.957283;849
7.028717;43.719705;850
1.479556;50.151522;851
-0.85675;46.32055556;867
2.275763;42.579723;869
2.24833333;50.76463889;896
-2.16263611;46.94982222;897
7.514986;47.685699;898
2.0625109;45.0631408;902
5.03452778;45.94655556;907
3.354049;45.904431;910
2.91087;50.438237;914
2.57333333;48.39416667;915
2.40861111;49.82583333;919
1.35331;50.33369;920
1.963542;48.717523;926
-3.39375;48.246;930
-1.03528;44.681967;941
-1.60199167;47.40998889;944
5.752451;45.807989;947
3.720570611;43.68084432;948
-2.238293;47.941676;951
0.327191;47.666900;953
-1.372402;46.676208;954
-0.419208;43.298413;955
 -0.035770;48.891266;956
-1.60199167;47.40998889;958
0.945543;45.765143;959
-4.216042;48.244720;960
6.589589;45.361431;971
0.31569444;48.607;972
0.10473333;45.62828056;973
1.94043611;48.67411111;974
-02.899089;47.591964;975
 -0.422003;47.668294;983
-4.2378;47.8006;992
7.45;49.15;993
-2.344852;47.404241;994
1.22197;47.675875;995
5.546945;45.695522;996
5.217704;43.857811;998
1.611901;50.800598;999
-1.638968;47.253801;1003
2.72861111;50.77777778;1004
-0.42805556;42.887;1008
0.335852;47.929577;1009
-1.957603;47.696500;1010
2.82665278;50.41280278;1011
4.88527778;44.99972222;1012
-2.01905278;47.31735833;1013
-0.954592;45.776625;1014
2.319543;46.015693;1023
5.590294;44.29155;1041
0.605536;44.124153;1042
1.188361;46.780158;1043
0.033333;46.237222;1044
0.788685;47.021735;1045
-2.441032;47.306146;1046
3.10691;45.8607;1047
-3.691036;47.927221;1048
-0.184722;45.300111;1049
-0.18125;45.298222;1050
4.758889;44.766806;1051
05.444914;47.010717;1054
4.266726;45.451104;1055
-0.159166;48.465367;1056
5.590294;44.29155;1069
-4.263708;48.154869;1070
1.168637;45.178511;1071
0.766667;44.465556;1086
2.955764;42.849264;1087
1.844444;47.883889;1100
2.724537;47.559479;1101
-5.068327;48.465918;1102
2.316763;46.017745;1103
1.952;42.6405;1104
-1.033377;44.644282;1108
-1.167882;44.774492;1109
5.776111;46.011389;1110
1.112134;46.514422;1111
2.497222;48.694167;1112
5.591666;45.176732;1113
4.716778;44.269250;1114
4.731222;44.281194;1115
5.1454955;43.7775923;1116
9.480722;42.599333;1117
9.513333;42.562028;1118
2.39052;48.560238;1151
